citation,doi,PMCID,PMID,Title,Author,Belong,Abstract,Keywords
Nucleic Acids Res. 2012 Jul; 40(13): 6353–6366.,10.1093/nar/gks263,PMC3401448,22457068,Transient structure and dynamics in the disordered c-Myc transactivation domain affect Bin1 binding,Cecilia Andresen;Sara Helander;Alexander Lemak;Christophe Farès;Veronika Csizmok;Jonas Carlsson;Linda Z. Penn;Julie D. Forman-Kay;Cheryl H. Arrowsmith;Patrik Lundström;Maria Sunnerhagen,"1Division of Molecular Biotechnology, Department of Physics, Chemistry and Biology, Linköping University, SE-58183 Linköping, Sweden, 2Department of Medical Biophysics, University of Toronto, 101 College Street, Toronto, ON M5G 1L7, Canada, 3The Northeast Structural Genomics Consortium, University of Toronto, 101 College Street, Toronto, ON M5G 1L7, Canada, 4Ontario Cancer Institute, Toronto, ON M4X 1K9, Canada, 5Molecular Structure and Function Program, Hospital for Sick Children, Toronto, ON M5G 1X8, Canada, 6Department of Biochemistry, University of Toronto, Toronto, ON M5S 1A8, Canada and 7Max Planck Institute for Coal Research, 45470 Mülheim and der Ruhr, Germany;*To whom correspondence should be addressed. Tel: +44 13 286682; Fax: +44 13 137568; Email: es.uil@negahrennus.airam, es.uil.mfi@usram","The crucial role of Myc as an oncoprotein and as a key regulator of cell growth makes it essential to understand the molecular basis of Myc function. The N-terminal region of c-Myc coordinates a wealth of protein interactions involved in transformation, differentiation and apoptosis. We have characterized in detail the intrinsically disordered properties of Myc-1–88, where hierarchical phosphorylation of S62 and T58 regulates activation and destruction of the Myc protein. By nuclear magnetic resonance (NMR) chemical shift analysis, relaxation measurements and NOE analysis, we show that although Myc occupies a very heterogeneous conformational space, we find transiently structured regions in residues 22–33 and in the Myc homology box I (MBI; residues 45–65); both these regions are conserved in other members of the Myc family. Binding of Bin1 to Myc-1–88 as assayed by NMR and surface plasmon resonance (SPR) revealed primary binding to the S62 region in a dynamically disordered and multivalent complex, accompanied by population shifts leading to altered intramolecular conformational dynamics. These findings expand the increasingly recognized concept of intrinsically disordered regions mediating transient interactions to Myc, a key transcriptional regulator of major medical importance, and have important implications for further understanding its multifaceted role in gene regulation.",
Oncotarget. 2012 Feb; 3(2): 172–182.,10.18632/oncotarget.454,PMC3326647,22383402,Single Enantiomer of YK-4-279 Demonstrates Specificity in Targeting the Oncogene EWS-FLI1,Julie S. Barber-Rotenberg;Saravana P. Selvanathan;Yali Kong;Hayriye V. Erkizan;Tara M. Snyder;S. Peter Hong;Christina L. Kobs;Natalie L. South;Steven Summer;Philip J. Monroe;Maksymilian Chruszcz;Veselin Dobrev;Perrer N. Tosso;Lauren J. Scher;Wladek Minor;Milton L. Brown;Steven J. Metallo;Aykut Üren;Jeffrey A. Toretsky,"1 Department of Oncology, Georgetown University Lombardi Comprehensive Cancer Center, Washington, DC USA;2 AMRI, Pharmaceutical and Quality Services, Albany, NY USA;3 Battelle Memorial Institute, Health and Life Sciences, Columbus, OH USA;4 Department of Molecular Physiology and Biological Physics, University of Virginia, Charlottesville, VA USA;5 Department of Chemistry, Georgetown University, Washington, DC USA;Correspondence to: Jeffrey A. Toretsky, ude.nwotegroeg@24taj","Oncogenic fusion proteins, such as EWS-FLI1, are excellent therapeutic targets as they are only located within the tumor. However, there are currently no agents targeted toward transcription factors, which are often considered to be ‘undruggable.’ A considerable body of evidence is accruing that refutes this claim based upon the intrinsic disorder of transcription factors. Our previous studies show that RNA Helicase A (RHA) enhances the oncogenesis of EWS-FLI1, a putative intrinsically disordered protein. Interruption of this protein-protein complex by small molecule inhibitors validates this interaction as a unique therapeutic target. Single enantiomer activity from a chiral compound has been recognized as strong evidence for specificity in a small molecule-protein interaction. Our compound, YK-4-279, has a chiral center and can be separated into two enantiomers by chiral HPLC. We show that there is a significant difference in activity between the two enantiomers. (S)-YK-4-279 is able to disrupt binding between EWS-FLI1 and RHA in an immunoprecipitation assay and blocks the transcriptional activity of EWS-FLI1, while (R)-YK-4-279 cannot. Enantiospecific effects are also established in cytotoxicity assays and caspase assays, where up to a log-fold difference is seen between (S)-YK-4-279 and the racemic YK-4-279. Our findings indicate that only one enantiomer of our small molecule is able to specifically target a protein-protein interaction. This work is significant for its identification of a single enantiomer effect upon a protein interaction suggesting that small molecule targeting of intrinsically disordered proteins can be specific. Furthermore, proving YK-4-279 has only one functional enantiomer will be helpful in moving this compound towards clinical trials.",YK-4-279;EWS-FLI1;RHA
Biochemistry. 2012 Sep 25; 51(38): 7456–7464.,10.1021/bi300871k,PMC3457758,22947085,"The Neuroendocrine Protein
7B2 Is Intrinsically Disordered",Indrani Dasgupta;Laura Sanglas;Jan J. Enghild;Iris Lindberg;*,"†Department of Anatomy and Neurobiology,
School of Medicine, University of Maryland−Baltimore, Baltimore, Maryland 21201, United States;‡Department of Molecular Biology
and Genetics, Science Park, Aarhus University, 8000 Aarhus C, Denmark;*Department
of Anatomy and Neurobiology,
University of Maryland, School of Medicine, HSF II, Room S251, 20
Penn St., Baltimore, MD 21201. Phone: (410) 706-4778. Fax: (410) 706-2512. E-mail: ude.dnalyramu@100dnili.","One hundred microliters
of 21 kDa 7B2 at a concentration of either 0.5 or 2 mg/mL was injected
onto a Superdex 75 10/300 GL column connected to a Superdex 200 10/300GL
(GE Healthcare) column, previously equilibrated with 20 mM bis-Tris,
150 mM NaCl, 2 mM CaCl2, and 0.4 mM octyl glucoside (pH
6.5). The gel filtration column was calibrated using Bio-Rad standards,
including thyroglobulin (670 kDa), bovine gamma globulin (158 kDa),
chicken ovalbumin (44 kDa), equine myoglobulin (17 kDa), and vitamin
B12 (1.35 kDa). The elution volumes of the standards were
used to determine the apparent molecular mass of 7B2. The gel filtration
experiments were conducted with two independent recombinant 7B2 preparations.",
Biophys Rev. 2012 Mar; 4(1): 27–44.,10.1007/s12551-011-0063-6,PMC3271212,22347892,Enhanced and effective conformational sampling of protein molecular systems for their free energy landscapes,Junichi Higo;Jinzen Ikebe;Narutoshi Kamiya;Haruki Nakamura,"Institute for Protein Research, Osaka University, Suita, Osaka 565-0871 Japan ;Junichi Higo, Phone: +81-6-68727252, Fax: +81-6-68728219, Email: pj.ca.u-akaso.nietorp@ogih.;Corresponding author.","Protein folding and protein–ligand docking have long persisted as important subjects in biophysics. Using multicanonical molecular dynamics (McMD) simulations with realistic expressions, i.e., all-atom protein models and an explicit solvent, free-energy landscapes have been computed for several systems, such as the folding of peptides/proteins composed of a few amino acids up to nearly 60 amino-acid residues, protein–ligand interactions, and coupled folding and binding of intrinsically disordered proteins. Recent progress in conformational sampling and its applications to biophysical systems are reviewed in this report, including descriptions of several outstanding studies. In addition, an algorithm and detailed procedures used for multicanonical sampling are presented along with the methodology of adaptive umbrella sampling. Both methods control the simulation so that low-probability regions along a reaction coordinate are sampled frequently. The reaction coordinate is the potential energy for multicanonical sampling and is a structural identifier for adaptive umbrella sampling. One might imagine that this probability control invariably enhances conformational transitions among distinct stable states, but this study examines the enhanced conformational sampling of a simple system and shows that reasonably well-controlled sampling slows the transitions. This slowing is induced by a rapid change of entropy along the reaction coordinate. We then provide a recipe to speed up the sampling by loosening the rapid change of entropy. Finally, we report all-atom McMD simulation results of various biophysical systems in an explicit solvent.",Molecular dynamics;Enhanced sampling;Generalized ensemble;Multicanonical;Canonical ensemble;Free-energy landscape
PLoS One. 2012; 7(4): e34687.,10.1371/journal.pone.0034687,PMC3320622,22496841,Structural Disorder in Eukaryotes,Rita Pancsa;Peter Tompa,"
1
VIB Department of Structural Biology, Vrije Universiteit Brussel, Brussels, Belgium, 
;
2
Institute of Enzymology, Hungarian Academy of Sciences, Budapest, Hungary, 
;Hungarian Academy of Sciences, Hungary;* E-mail: eb.ca.buv@apmotp;Conceived and designed the experiments: RP PT. Performed the experiments: RP PT. Analyzed the data: RP. Wrote the paper: RP PT.",Conceived and designed the experiments: RP PT. Performed the experiments: RP PT. Analyzed the data: RP. Wrote the paper: RP PT.,
Structure. 2012 Oct 10; 20(10): 1692–1703.,10.1016/j.str.2012.07.015,PMC3472031,22921828,Enterohaemorrhagic E. coli (EHEC) exploits a tryptophan switch to hijack host F-actin assembly,Olli Aitio;Maarit Hellman;Brian Skehan;Tapio Kesti;John M. Leong;Kalle Saksela;Perttu Permi,"1Program in Structural Biology and Biophysics, Institute of Biotechnology, University of Helsinki, FI-00014, Helsinki, Finland;2Department of Molecular Genetics and Microbiology, University of Massachusetts Medical School, Worcester, MA 01655;3Department of Virology, Haartman Institute, University of Helsinki and HUSLAB, University of Helsinki Central Hospital, FI-00014, Helsinki, Finland;*Corresponding author: Dr. Perttu Permi, Institute of Biotechnology/NMR Laboratory, University of Helsinki, P.O. Box 65, FI-00014, FINLAND, Tel: +358-9-191-589-40, Fax: +358-9-191-595-41, if.iknisleh@imreP.uttreP;4Current address: Department of Molecular Biology and Microbiology, Tufts University School of Medicine, Boston MA 02114","Intrinsically disordered protein (IDP)-mediated interactions are often characterized by low affinity but high specificity. These traits are essential in signaling and regulation that require reversibility. Enterohaemorrhagic Escherichia coli (EHEC) exploit this situation by commandeering host cytoskeletal signaling to stimulate actin assembly beneath bound bacteria, generating ‘pedestals’ that promote intestinal colonization. EHEC translocates into the host cell two proteins, EspFU and Tir, which form a complex with the host protein IRTKS. The interaction of this complex with N-WASP triggers localized actin polymerization. We show that EspFU is an IDP that contains a transiently α-helical N-terminus and dynamic C-terminus. Our structure shows that single EspFU repeat is capable of forming a high-affinity trimolecular complex with N-WASP and IRTKS. We demonstrate that bacterial and cellular ligands interact with IRTKS SH3 in a similar fashion but the bacterial protein has evolved to outcompete cellular targets by utilizing a tryptophan switch that offers superior binding affinity enabling EHEC-induced pedestal formation.",
Cell Cycle. 2012 May 15; 11(10): 2006–2021.,10.4161/cc.20423,PMC3359124,22580459,Huntingtin protein interactions altered by polyglutamine expansion as determined by quantitative proteomic analysis,Tamara Ratovitski;Ekaterine Chighladze;Nicolas Arbez;Tatiana Boronina;Shelley Herbrich;Robert N. Cole;Christopher A. Ross,"1Division of Neurobiology; Department of Psychiatry; Johns Hopkins University School of Medicine; Baltimore, MD USA;2Mass Spectrometry and Proteomics Facility; Johns Hopkins University School of Medicine; Baltimore, MD USA;3Biostatistics Graduate Program; Johns Hopkins University School of Public Health; Baltimore, MD USA;4Departments of Neurology, Pharmacology and Neuroscience and Program in Cellular and Molecular Medicine; Johns Hopkins University School of Medicine; Baltimore, MD USA;*Correspondence to: Tamara Ratovitski, Email: ude.imhj@1ivotart or Christopher A. Ross, Email: ude.uhj@ssorac","Huntington disease (HD) is a neurodegenerative disorder caused by an expansion of a polyglutamine repeat within the HD gene product, huntingtin. Huntingtin, a large (347 kDa) protein containing multiple HEAT repeats, acts as a scaffold for protein-protein interactions. Huntingtin-induced toxicity is believed to be mediated by a conformational change in expanded huntingtin, leading to protein misfolding and aggregation, aberrant protein interactions and neuronal cell death. While many non-systematic studies of huntingtin interactions have been reported, they were not designed to identify and quantify the changes in the huntingtin interactome induced by polyglutamine expansion. We used tandem affinity purification and quantitative proteomics to compare and quantify interactions of normal or expanded huntingtin isolated from a striatal cell line. We found that proteins preferentially interacting with expanded huntingtin are enriched for intrinsically disordered proteins, consistent with previously suggested roles of such proteins in neurodegenerative disorders. Our functional analysis indicates that proteins related to energy production, protein trafficking, RNA post-transcriptional modifications and cell death were significantly enriched among preferential interactors of expanded huntingtin. Expanded huntingtin interacted with many mitochondrial proteins, including AIFM1, consistent with a role for mitochondrial dysfunction in HD. Furthermore, expanded huntingtin interacted with the stress granule-associated proteins Caprin-1 and G3BP and redistributed to RNA stress granules under ER-stress conditions. These data demonstrate that a number of key cellular functions and networks may be disrupted by abnormal interactions of expanded huntingtin and highlight proteins and pathways that may be involved in HD cellular pathogenesis and that may serve as therapeutic targets.",huntingtin;Huntington Disease mechanism;neurodegeneration;protein interactions;RNA processing
Bioessays. 2012 Dec; 34(12): 1060–1069.,10.1002/bies.201200116,PMC3576730,23108912,"When a domain isn’t a domain, and why it’s important to properly filter proteins in databases",Clare-Louise Towse;Valerie Daggett,"Department of Bioengineering, University of Washington, Seattle, WA 98195-5013, United, States","Membership in a protein domain database does not a domain make; a feature we realized when generating a consensus view of protein fold space with our Consensus Domain Dictionary (CDD). This dictionary was used to select representative structures for characterization of the protein dynameome: the Dynameomics initiative. Through this endeavor we rejected a surprising 40% of the 1695 folds in the CDD as being non-autonomous folding units. Although some of this was due to the challenges of grouping similar fold topologies, the dissonance between the cataloguing and structural qualification of protein domains remains surprising. Another potential factor is previously overlooked intrinsic disorder; predicted estimates suggest 40% of proteins to have either local or global disorder. One thing is clear, filtering a structural database and ensuring a consistent definition for protein domains is crucial, and caution is prescribed when generalizations of globular domains are drawn from unfiltered protein domain datasets.",computational biology;protein structure;dynameome;intrinsic disorder
PLoS Comput Biol. 2012 Dec; 8(12): e1002839.,10.1371/journal.pcbi.1002839,PMC3531291,23300421,A Universal Trend among Proteomes Indicates an Oily Last Common Ancestor,Ranjan V. Mannige;Charles L. Brooks;Eugene I. Shakhnovich,"1Department of Chemistry and Chemical Biology, Harvard University, Cambridge, Massachusetts, United States of America;2Department of Chemistry and Biophysics Program, University of Michigan at Ann Arbor, Ann Arbor, Michigan, United States of America;3Department of Molecular Biology, The Scripps Research Institute, La Jolla, California, United States of America;4Center for Theoretical Biological Physics, University of California San Diego, La Jolla, California, United States of America;UT Southwestern Medical Center at Dallas, United States of America;* E-mail: vog.lbl@eginnamvr;The authors have declared that no competing interests exist.;Conceived and designed the experiments: RVM CLB EIS. Performed the experiments: RVM. Analyzed the data: RVM CLB EIS. Contributed reagents/materials/analysis tools: CLB EIS. Wrote the paper: RVM EIS.",Conceived and designed the experiments: RVM CLB EIS. Performed the experiments: RVM. Analyzed the data: RVM CLB EIS. Contributed reagents/materials/analysis tools: CLB EIS. Wrote the paper: RVM EIS.,
J Biol Chem. 2012 Aug 3; 287(32): 26777–26787.,10.1074/jbc.M112.355651,PMC3411015,22669939,Thermodynamic Dissection of the Intrinsically Disordered N-terminal Domain of Human Glucocorticoid Receptor*,Jing Li;Hesam N. Motlagh;Carolyn Chakuroff;E. Brad Thompson;Vincent J. Hilser,"From the ‡Department of Biology and ;§T. C. Jenkins Department of Biophysics, The Johns Hopkins University, Baltimore, Maryland 21218, ;¶Center for Nuclear Receptors and Cell Signaling, Department of Biology and Biochemistry, University of Houston, Houston, Texas 77204-5056, and ;the ‖Department of Biochemistry and Molecular Biology, University of Texas Medical Branch, Galveston, Texas 77555-1068;1 To whom correspondence should be addressed. E-mail: ude.uhj@reslih.","Intrinsically disordered (ID) sequence segments are abundant in cell signaling proteins and transcription factors. Because ID regions commonly fold as part of their intracellular function, it is crucial to understand the folded states as well as the transitions between the unfolded and folded states. Specifically, it is important to determine 1) whether large ID segments contain different thermodynamically and/or functionally distinct regions, 2) whether any ID regions fold upon activation, 3) the degree of coupling between the different ID regions, and 4) whether the stability of ID domains is a determinant of function. In this study, we thermodynamically characterized the full-length ID N-terminal domain (NTD) of human glucocorticoid receptor (GR) and two of its naturally occurring translational isoforms. The protective osmolyte trimethylamine N-oxide (TMAO) was used to induce folding transitions. Each of the three NTD isoforms was found to undergo a cooperative folding transition that is thermodynamically indistinguishable (based on m-values) from that of a globular protein of similar size. The extrapolated stabilities for the NTD isoforms showed clear correlation with the known activities of their corresponding GR translational isoforms. The data reveal that the full-length NTD can be viewed as having at least two thermodynamically coupled regions, a functional region, which is indispensable for GR transcriptional activity, and a regulatory region, the length of which serves to regulate the stability of NTD and thus the activity of GR. These results suggest a new functional paradigm whereby steroid hormone receptors in particular and ID proteins in general can have multiple functionally distinct ID regions that interact and modulate the stability of important functional sites.",Allosteric Regulation;Intrinsically Disordered Proteins;Protein Folding;Signaling;Steroid Hormone Receptor;Ensemble;Thermodynamic Coupling
Biophys J. 2012 Feb 8; 102(3): 682–690.,10.1016/j.bpj.2011.12.019,PMC3274811,22325292,Unequivocal Single-Molecule Force Spectroscopy of Proteins by AFM Using pFS Vectors,Javier Oroz;Rubén Hervás;Mariano Carrión-Vázquez,"Instituto Cajal/CSIC, Centro de Investigación Biomédica en Red sobre Enfermedades Neurodegenerativas, and IMDEA Nanociencia, Madrid, Spain;Mariano Carrión-Vázquez: se.cisc.lajac@noirracm ;∗Corresponding author se.cisc.lajac@noirracm","Nanomechanical analysis of proteins by single-molecule force spectroscopy based on atomic force microscopy is increasingly being used to investigate the inner workings of mechanical proteins and substrate proteins of unfoldase machines as well as to gain new insight into the process of protein folding. However, such studies are hindered by a number of technical problems, including the noise of the proximal region, ambiguous single-molecule identification, as well as difficulties in protein expression/folding and full-length purification. To overcome these major drawbacks in protein nanomechanics, we designed a family of cloning/expression vectors, termed pFS (plasmid for force spectroscopy), that essentially has an unstructured region to surmount the noisy proximal region, a homomeric polyprotein marker, a carrier to mechanically protect the protein of interest (only the pFS-2 version) that also acts as a reporter, and two purification tags. pFS-2 enables the unambiguous analysis of proteins with low mechanical stability or/and complex force spectra, such as the increasingly abundant class of intrinsically disordered proteins, which are hard to characterize by traditional bulk techniques and have important biological and clinical implications. The advantages, applications, and potential of this ready-to-go system are illustrated through the analysis of representative proteins.",
Protein Sci. 2012 Dec; 21(12): 1954–1960.,10.1002/pro.2174,PMC3575925,23047544,Detection of disordered regions in globular proteins using 13C-detected NMR,Felicia L V Gray;Marcelo J Murai;Jolanta Grembecka;Tomasz Cierpicki,"1Department of Pathology, University of Michigan, Ann Arbor, Michigan 48109;2Program in Chemical Biology, University of Michigan, Ann Arbor, Michigan 48109;*Correspondence to: Tomasz Cierpicki, Department of Pathology, University of Michigan, 1150 W. Medical Center Drive, MSRB1 4516, Ann Arbor, MI 48109. E-mail: ude.hcimu@czsamot;Grant sponsor: American Cancer Society Research Scholar Grant; Grant number: RSG-11-082-01-DMC; Grant sponsor: NIH; Grant number: 1R01CA160467.","Characterization of disordered regions in globular proteins constitutes a significant challenge. Here, we report an approach based on 13C-detected nuclear magnetic resonance experiments for the identification and assignment of disordered regions in large proteins. Using this method, we demonstrate that disordered fragments can be accurately identified in two homologs of menin, a globular protein with a molecular weight over 50 kDa. Our work provides an efficient way to characterize disordered fragments in globular proteins for structural biology applications.",protein disorder;menin;structural biology;NMR spectroscopy
Protein Expr Purif. 2012 Nov; 86(1): 27–34.,10.1016/j.pep.2012.08.014,PMC3483405,22963794,Expression and purification of the membrane enzyme selenoprotein K,Jun Liu;Prabha Srinivasan;Diane N. Pham;Sharon Rozovsky,"aDepartment of Chemistry and Biochemistry, University of Delaware, Newark, DE 19716 USA;*Corresponding author: Sharon Rozovsky, 136 Brown Laboratory, Department of Chemistry and Biochemistry, University of Delaware, Newark, DE 19716 USA. Phone 302-831-7028, Fax 302-831-6335, ude.ledu@yksvozor;bCurrent affiliation: IDEXX Laboratories Inc., One IDEXX Drive, Westbrook, Maine 04092 USA","Selenoprotein K (SelK) is a membrane protein residing in the endoplasmic reticulum. The function of SelK is mostly unknown; however, it has been shown to participate in anti-oxidant defense, calcium regulation and in the Endoplasmic Reticulum Associated Protein Degradation (ERAD) pathway. In order to study the function of SelK and the role of selenocysteine in catalysis, we have tested heterologous expression of human SelK in E. coli. Consequently, we have developed an over-expression strategy that exploits the maltose binding protein as a fusion partner to stabilize and solubilize SelK. The fusion partner can be cleaved from SelK in the presence of a variety of detergents compatible with structural characterization and the protein purified to homogeneity. SelK acquires a helical secondary structure in detergent micelles, even though it was predicted to be an intrinsically disordered protein due to its high percentage of polar residues. The same strategy was successfully applied to preparation of SelK binding partner - selenoprotein S (SelS). Hence, this heterologous expression and purification strategy can be applied to other members of the membrane enzyme family to which SelK belongs.",Selenoprotein K;Selenoprotein S;endoplasmic reticulum associated protein degradation;ERAD;selenoproteins;selenocysteine;SelK;SelS;VIMP;oxidative stress
Cell Commun Signal. 2012; 10: 31.,10.1186/1478-811X-10-31,PMC3538565,23110718,What’s in a loop?,Stephan M Feller;Marc Lewitzky,"1Biological Systems Architecture Group, Weatherall Institute of Molecular Medicine, University of Oxford, Oxford, OX3 9DS, UK;Corresponding author.;Stephan M Feller: ku.ca.xo.mmi@rellef.nahpets;  Marc Lewitzky: ku.ca.xo.mmi@ykztiwel.cram ","DNAs and proteins are major classes of biomolecules that differ in many aspects. However, a considerable number of their members also share a common architectural feature that enables the assembly of multi-protein complexes and thereby permits the effective processing of signals: loop structures of substantial sizes. Here we briefly review a few representative examples and suggest a functional classification of different types of loop structures. In proteins, these loops occur in protein regions classified as intrinsically disordered. Studying such loops, their binders and their interactions with other loops should reveal much about cellular information computation and signaling network architectures. It is also expected to provide critical information for synthetic biologists and bioengineers.",
Sci Signal. 2012 Mar 13; 5(215): rs1.,10.1126/scisignal.2002515,PMC4876815,22416277,Proteome-Wide Discovery of Evolutionary Conserved Sequences in Disordered Regions,Alex N. Nguyen Ba;Brian J. Yeh;Dewald van Dyk;Alan R. Davidson;Brenda J. Andrews;Eric L. Weiss;Alan M. Moses,"1Department of Cell and Systems Biology, University of Toronto, Toronto, Ontario M5S 3B2, Canada;2Centre for the Analysis of Genome Evolution and Function, University of Toronto, Toronto, Ontario M5S 3B2, Canada;3Department of Molecular Biosciences, Northwestern University, Evanston, IL 60208, USA;4The Terrence Donnelly Centre for Cellular and Biomolecular Research, University of Toronto, Toronto, Ontario M3S 3E1, Canada;5Banting and Best Department of Medical Research, University of Toronto, Toronto, Ontario M5G 1L6, Canada;6Department of Biochemistry, University of Toronto, Toronto, Ontario M5S 1A8, Canada;7Department of Computer Science, University of Toronto, Toronto, Ontario M5S 2E4, Canada;8Department of Ecology and Evolutionary Biology, University of Toronto, Toronto, Ontario M5S 3B2, Canada;*To whom correspondence should be addressed. ac.otnorotu@sesom.nala","At least 30% of human proteins are thought to contain intrinsically disordered regions, which lack stable structural conformation. Despite lacking enzymatic functions and having few protein domains, disordered regions are functionally important for protein regulation and contain short linear motifs (short peptide sequences involved in protein-protein interactions), but in most disordered regions, the functional amino acid residues remain unknown. We searched for evolutionarily conserved sequences within disordered regions according to the hypothesis that conservation would indicate functional residues. Using a phylogenetic hidden Markov model (phylo-HMM), we made accurate, specific predictions of functional elements in disordered regions even when these elements are only two or three amino acids long. Among the conserved sequences that we identified were previously known and newly identified short linear motifs, and we experimentally verified key examples, including a motif that may mediate interaction between protein kinase Cbk1 and its substrates. We also observed that hub proteins, which interact with many partners in a protein interaction network, are highly enriched in these conserved sequences. Our analysis enabled the systematic identification of the functional residues in disordered regions and suggested that at least 5% of amino acids in disordered regions are important for function.",
Mol Cells. 2012 Aug 31; 34(2): 165–169.,10.1007/s10059-012-0060-z,PMC3887815,22820921,Structural Characterization of an Intrinsically Unfolded Mini-HBX Protein from Hepatitis B Virus,Si-Hyung Lee;Eun-Ji Cha;Ji-Eun Lim;Soon-Hwan Kwon;Do-Hyoung Kim;Hyeseong Cho;Kyou-Hoon Han,"1Biomedical Translational Research Center, Division of Convergent Biomedical Research, Korea Research Institute of Bioscience and Biotechnology, Daejeon 305-806, 
Korea;2Department of Biochemistry and Molecular Biology, Ajou University School of Medicine, Suwon 443-721, 
Korea;3Department of Bioinformatics, University of Science and Technology, Daejeon 305-333, 
Korea;*Correspondence: rk.er.bbirk@006nahhk","The hepatitis B virus x protein (HBX) is expressed in HBV-infected liver cells and can interact with a wide range of cellular proteins. In order to understand such promiscuous behavior of HBX we expressed a truncated mini-HBX protein (named Tr-HBX) (residues 18–142) with 5 Cys→Ser mutations and characterized its structural features using circular dichroism (CD) spectropolarimetry, NMR spectroscopy as well as bioinformatics tools for predicting disorder in intrinsically unstructured proteins (IUPs). The secondary structural content of Tr-HBX from CD data suggests that Tr-HBX is only partially folded. The protein disorder prediction by IUPred reveals that the unstructured region encompasses its N-terminal ∼30 residues of Tr-HBX. A two-dimensional 1H-15N HSQC NMR spectrum exhibits fewer number of resonances than expected, suggesting that Tr-HBX is a hybrid type IUP where its folded C-terminal half coexists with a disordered N-terminal region. Many IUPs are known to be capable of having promiscuous interactions with a multitude of target proteins. Therefore the intrinsically disordered nature of Tr-HBX revealed in this study provides a partial structural basis for the promiscuous structure-function behavior of HBX.",circular dichroism (CD) spectropolarimetry;hepatitis B virus-X (HBX);intrinsically unstructured/unfolded protein (IUP);Nuclear Magnetic Resonance (NMR) spectroscopy;promiscuity;truncated mini-HBX (Tr-HBX)
Methods Mol Biol. 2012; 896: 387–398.,10.1007/978-1-4614-3704-8_26,PMC4638115,22821539,Mass Spectrometry Tools for Analysis of Intermolecular Interactions,Jared R. Auclair;Mohan Somasundaran;Karin M. Green;James E. Evans;Celia A. Schiffer;Dagmar Ringe;Gregory A. Petsko;Jeffrey N. Agar,,"The small quantities of protein required for mass spectrometry (MS) make it a powerful tool to detect binding (protein–protein, protein–small molecule, etc.) of proteins that are difficult to express in large quantities, as is the case for many intrinsically disordered proteins. Chemical cross-linking, proteolysis, and MS analysis, combined, are a powerful tool for the identification of binding domains. Here, we present a traditional approach to determine protein–protein interaction binding sites using heavy water (18O) as a label. This technique is relatively inexpensive and can be performed on any mass spectrometer without specialized software.",Mass spectrometry;Cross-linking;In-gel digest;Heavy (18O) water
Protein Sci. 2012 Oct; 21(10): 1577–1585.,10.1002/pro.2138,PMC3526999,22887965,Interaction between the C-terminal domains of measles virus nucleoprotein and phosphoprotein: A tight complex implying one binding site,David Blocquel;Johnny Habchi;Stéphanie Costanzo;Anthony Doizy;Michael Oglesbee;Sonia Longhi,"1CNRS, Aix-Marseille Université, Architecture et Fonction des Macromolécules Biologiques (AFMB) UMR 7257, 13288 Marseille, France;2Department of Veterinary Biosciences, Ohio State University, Columbus, Ohio 43210;*Correspondence to: Sonia Longhi, AFMB, UMR 7257 CNRS and Aix-Marseille University, 163, avenue de Luminy, Case 932, 13288 Marseille Cedex 09, France. E-mail: rf.srm-vinu.bmfa@ihgnoL.ainoS;David Blocquel and Johnny Habchi contributed equally to the work.;Grant sponsor: Agence Nationale de la Recherche (Physico-Chimie du Vivant); Grant number: ANR-08-PCVI-0020-01. DB is supported by a joint doctoral fellowship from the Direction Géenéerale de l'Armement (DGA) and the CNRS. AD is supported by a doctoral fellowship from the French-Italian University and the Direction Géenéerale de l'Enseignement Supéerieur et l'Insertion Professionnelle (DGESIP).","The intrinsically disordered C-terminal domain (NTAIL) of the measles virus (MeV) nucleoprotein undergoes α-helical folding upon binding to the C-terminal X domain (XD) of the phosphoprotein. The NTAIL region involved in binding coupled to folding has been mapped to a conserved region (Box2) encompassing residues 489–506. In the previous studies published in this journal, we obtained experimental evidence supporting a KD for the NTAIL–XD binding reaction in the nM range and also showed that an additional NTAIL region (Box3, aa 517–525) plays a role in binding to XD. In striking contrast with these data, studies published in this journal by Kingston and coworkers pointed out a much less stable complex (KD in the μM range) and supported lack of involvement of Box3 in complex formation. The objective of this study was to critically re-evaluate the role of Box3 in NTAIL–XD binding. Since our previous studies relied on NTAIL-truncated forms possessing an irrelevant Flag sequence appended at their C-terminus, we, herein, generated an NTAIL devoid of Box3 and any additional C-terminal residues, as well as a form encompassing only residues 482–525. We then used isothermal titration calorimetry to characterize the binding reactions between XD and these NTAIL forms. Results effectively argue for the presence of a single XD-binding site located within Box2, in agreement with the results by Kingston et al., while providing clear experimental support for a high-affinity complex. Altogether, the present data provide mechanistic insights into the replicative machinery of MeV and clarify a hitherto highly debated point.",isothermal titration calorimetry;intrinsically disordered proteins;folding coupled to binding;entropic penalty;entropic stabilization;paramyxoviruses;nucleoprotein;phosphoprotein
