citation,doi,PMCID,PMID,Title,Author,Belong,Abstract,Keywords
Plant Physiol. 2012 Feb; 158(2): 546–560.,10.1104/pp.111.189019,PMC3271749,22158759,"A Single Ancient Origin for Prototypical Serine/Arginine-Rich Splicing Factors1,[W][OA]",Sophie Califice;Denis Baurain;Marc Hanikenne;Patrick Motte,"Laboratory of Functional Genomics and Plant Molecular Imaging and Centre for Assistance in Technology of Microscopy, Department of Life Sciences, Institute of Botany, University of Liège, B–4000 Liege, Belgium (S.C., M.H., P.M.); Unit of Animal Genomics, Department of Animal Production, GIGA-Research, and Faculty of Veterinary Medicine, University of Liège, B-4000 Liege, Belgium (D.B.);*Corresponding author; e-mail eb.ca.glu@ettom.kcirtap.;1This work was supported by the Fonds de la Recherche Scientifique (grant nos. 2.4638.05, 2.4540.06, 2.4583.08, and 2.4581.10), the Fonds Spéciaux du Conseil de la Recherche from the University of Liège, and the Communauté Française de Belgique (Actions de Recherche Concertées BIOMOD).;2These authors contributed equally to the article.;3Present address: Eukaryotic Phylogenomics, Department of Life Sciences, Institute of Botany, University of Liège, B–4000 Liege, Belgium.;The author responsible for distribution of materials integral to the findings presented in this article in accordance with the policy described in the Instructions for Authors (www.plantphysiol.org) is: Patrick Motte (eb.ca.glu@ettom.kcirtap).;[W]The online version of this article contains Web-only data.;[OA]Open Access articles can be viewed online without a subscription.;www.plantphysiol.org/cgi/doi/10.1104/pp.111.189019","Eukaryotic precursor mRNA splicing is a process involving a very complex RNA-protein edifice. Serine/arginine-rich (SR) proteins play essential roles in precursor mRNA constitutive and alternative splicing and have been suggested to be crucial in plant-specific forms of developmental regulation and environmental adaptation. Despite their functional importance, little is known about their origin and evolutionary history. SR splicing factors have a modular organization featuring at least one RNA recognition motif (RRM) domain and a carboxyl-terminal region enriched in serine/arginine dipeptides. To investigate the evolution of SR proteins, we infer phylogenies for more than 12,000 RRM domains representing more than 200 broadly sampled organisms. Our analyses reveal that the RRM domain is not restricted to eukaryotes and that all prototypical SR proteins share a single ancient origin, including the plant-specific SR45 protein. Based on these findings, we propose a scenario for their diversification into four natural families, each corresponding to a main SR architecture, and a dozen subfamilies, of which we profile both sequence conservation and composition. Finally, using operational criteria for computational discovery and classification, we catalog SR proteins in 20 model organisms, with a focus on green algae and land plants. Altogether, our study confirms the homogeneity and antiquity of SR splicing factors while establishing robust phylogenetic relationships between animal and plant proteins, which should enable functional analyses of lesser characterized SR family members, especially in green plants.",
Prion. 2011 Oct-Dec; 5(4): 311–316.,10.4161/pri.5.4.18304,PMC4012399,22156731,The complexity and implications of yeast prion domains,Zhiqiang Du,"Department of Molecular Pharmacology and Biological Chemistry; Northwestern University; Chicago, IL USA;Corresponding author.;Correspondence to: Zhiqiang Du; Email: ude.nretsewhtron@ud-z","Prions are infectious proteins with altered conformations converted from otherwise normal host proteins. While there is only one known mammalian prion protein, PrP, a handful of prion proteins have been identified in the yeast Saccharomyces cerevisiae. Yeast prion proteins usually have a defined region called prion domain (PrD) essential for prion properties, which are typically rich in glutamine (Q) and asparagine (N). Despite sharing several common features, individual yeast PrDs are generally intricate and divergent in their compositional characteristics, which potentially implicates their prion phenotypes, such as prion-mediated transcriptional regulations.",yeast;Saccharomyces cerevisiae;prion;transcription;amyloid aggregates;prion domain;amino acid composition;Swi1
J Biol Chem. 2011 Oct 7; 286(40): 34643–34653.,10.1074/jbc.M111.250928,PMC3186391,21840988,Dissecting Amelogenin Protein Nanospheres,Keith M. Bromley;Andrew S. Kiss;Sowmya Bekshe Lokappa;Rajamani Lakshminarayanan;Daming Fan;Moise Ndao;John Spencer Evans;Janet Moradian-Oldak,"From the ‡Center for Craniofacial Molecular Biology, Ostrow School of Dentistry, University of Southern California, Los Angeles, California 90033 and ;§Laboratory for Chemical Physics, New York University, New York, New York 10010;2 To whom correspondence should be addressed: Center for Craniofacial Molecular Biology, Herman Ostrow School of Dentistry, University of Southern California, 2250 Alcazar St., CSA 103, Los Angeles, CA 90033.,  Tel.: 323-442-1759; Fax: 323-442-2981; E-mail: ude.csu@kadloj.;1Present address: Singapore Eye Research Inst., 7 Hospital Dr., Block C 02-02, Singapore 169611, Singapore.","Amelogenin self-assembles to form an extracellular protein matrix, which serves as a template for the continuously growing enamel apatite crystals. To gain further insight into the molecular mechanism of amelogenin nanosphere formation, we manipulated the interactions between amelogenin monomers by altering pH, temperature, and protein concentration to create isolated metastable amelogenin oligomers. Recombinant porcine amelogenins (rP172 and rP148) and three different mutants containing only a single tryptophan (Trp161, Trp45, and Trp25) were used. Dynamic light scattering and fluorescence studies demonstrated that oligomers were metastable and in constant equilibrium with monomers. Stable oligomers with an average hydrodynamic radius (RH) of 7.5 nm were observed at pH 5.5 between 4 and 10 mg·ml−1. We did not find any evidence of a significant increase in folding upon self-association of the monomers into oligomers, indicating that they are disordered. Fluorescence experiments with single tryptophan amelogenins revealed that upon oligomerization the C terminus of amelogenin (around residue Trp161) is exposed at the surface of the oligomers, whereas the N-terminal region around Trp25 and Trp45 is involved in protein-protein interaction. The truncated rP148 formed similar but smaller oligomers, suggesting that the C terminus is not critical for amelogenin oligomerization. We propose a model for nanosphere formation via oligomers, and we predict that nanospheres will break up to form oligomers in mildly acidic environments via histidine protonation. We further suggest that oligomeric structures might be functional components during maturation of enamel apatite.",Extracellular Matrix Proteins;Protein Chemistry;Protein Self-assembly;Protein-Protein Interactions;Tryptophan;Amelogenin;Dynamic Light Scattering;Enamel;Fluorescence Spectroscopy;Oligomerization
Sarcoma. 2011; 2011: 352580.,10.1155/2011/352580,PMC3216314,22135504,Factors Affecting EWS-FLI1 Activity in Ewing's Sarcoma,David Herrero-Martin;Argyro Fourtouna;Stephan Niedan;Lucia T. Riedmann;Raphaela Schwentner;Dave N. T. Aryee,"Children's Cancer Research Institute, St Anna Kinderkrebsforschung, 1090 Vienna, Austria;*David Herrero-Martin: ta.ircc@orerreh.divad;Academic Editor: Alessandro Gronchi","Ewing's sarcoma family tumors (ESFT) are characterized by specific chromosomal translocations, which give rise to EWS-ETS chimeric proteins. These aberrant transcription factors are the main pathogenic drivers of ESFT. Elucidation of the factors influencing EWS-ETS expression and/or activity will guide the development of novel therapeutic agents against this fatal disease.",
J Biol Chem. 2011 Sep 9; 286(36): 31821–31829.,10.1074/jbc.M111.265835,PMC3173061,21768118,"Conserved, Disordered C Terminus of DnaK Enhances Cellular Survival upon Stress and DnaK in Vitro Chaperone Activity*",Robert G. Smock;Mandy E. Blackburn;Lila M. Gierasch,"From the Departments of ‡Biochemistry and Molecular Biology and ;§Chemistry, University of Massachusetts, Amherst, Massachusetts 01003;1 To whom correspondence should be addressed: Dept. of Biochemistry and Molecular Biology, University of Massachusetts, 710 N. Pleasant St., Amherst, MA 01003.,  E-mail: ude.ssamu.mehcoib@hcsareig.","The 70-kDa heat shock proteins (Hsp70s) function as molecular chaperones through the allosteric coupling of their nucleotide- and substrate-binding domains, the structures of which are highly conserved. In contrast, the roles of the poorly structured, variable length C-terminal regions present on Hsp70s remain unclear. In many eukaryotic Hsp70s, the extreme C-terminal EEVD tetrapeptide sequence associates with co-chaperones via binding to tetratricopeptide repeat domains. It is not known whether this is the only function for this region in eukaryotic Hsp70s and what roles this region performs in Hsp70s that do not form complexes with tetratricopeptide repeat domains. We compared C-terminal sequences of 730 Hsp70 family members and identified a novel conservation pattern in a diverse subset of 165 bacterial and organellar Hsp70s. Mutation of conserved C-terminal sequence in DnaK, the predominant Hsp70 in Escherichia coli, results in significant impairment of its protein refolding activity in vitro without affecting interdomain allostery, interaction with co-chaperones DnaJ and GrpE, or the binding of a peptide substrate, defying classical explanations for the chaperoning mechanism of Hsp70. Moreover, mutation of specific conserved sites within the DnaK C terminus reduces the capacity of the cell to withstand stresses on protein folding caused by elevated temperature or the absence of other chaperones. These features of the C-terminal region support a model in which it acts as a disordered tether linked to a conserved, weak substrate-binding motif and that this enhances chaperone function by transiently interacting with folding clients.",Escherichia coli;Heat Shock Protein;Intrinsically Disordered Proteins;Molecular Chaperone;Protein Folding;Stress Response;DnaK;Hsp70
BMC Struct Biol. 2011; 11: 10.,10.1186/1472-6807-11-10,PMC3047435,21291533,Thermostability in endoglucanases is fold-specific,Ragothaman M Yennamalli;Andrew J Rader;Jeffrey D Wolt;Taner Z Sen,"1Department of Genetics, Development and Cell Biology, Iowa State University, Ames, IA 50011, USA;2Department of Physics, Indiana University-Purdue University Indianapolis, Indianapolis, IN 46202, USA;3Biosafety Institute for Genetically Modified Agricultural Products and Department of Agronomy, Iowa State University, Ames, IA 50011, USA;4U.S. Department of Agriculture - Agricultural Research Service, Corn Insects and Crop Genomics Research Unit, Ames, IA, 50011, USA;5Bioinformatics and Computational Biology Program, Iowa State University, Ames, IA, 50011, USA;Corresponding author.;Ragothaman M Yennamalli: ude.etatsai@uhgar;  Andrew J Rader: ude.iupui@redarja;  Jeffrey D Wolt: ude.etatsai@tlowdj;  Taner Z Sen: ude.etatsai@renat ","Endoglucanases are usually considered to be synergistically involved in the initial stages of cellulose breakdown-an essential step in the bioprocessing of lignocellulosic plant materials into bioethanol. Despite their economic importance, we currently lack a basic understanding of how some endoglucanases can sustain their ability to function at elevated temperatures required for bioprocessing, while others cannot. In this study, we present a detailed comparative analysis of both thermophilic and mesophilic endoglucanases in order to gain insights into origins of thermostability. We analyzed the sequences and structures for sets of endoglucanase proteins drawn from the Carbohydrate-Active enZymes (CAZy) database.",
Future Med Chem. 2011 Sep; 3(12): 1523–1537.,10.4155/fmc.11.88,PMC3190966,21882945,Molecular chaperones and regulation of tau quality control: strategies for drug discovery in tauopathies,"Yoshinari Miyata;John Koren, III;Janine Kiray;Chad A Dickey;Jason E Gestwicki","1Department of Pathology and the Life Sciences Institute, University of Michigan, Ann Arbor, MI 48109, USA;2Departments of Molecular Medicine and Molecular Pharmacology and Physiology, USF Health Byrd Alzheimer’s Institute, University of South Florida, Tampa, FL 33613, USA;†
Author for correspondence: Tel.: +1 734 615 9537, ude.hcimu@kciwtseg","Tau is a microtubule-associated protein that accumulates in at least 15 different neurodegenerative disorders, which are collectively referred to as tauopathies. In these diseases, tau is often hyperphosphorylated and found in aggregates, including paired helical filaments, neurofibrillary tangles and other abnormal oligomers. Tau aggregates are associated with neuron loss and cognitive decline, which suggests that this protein can somehow evade normal quality control allowing it to aberrantly accumulate and become proteotoxic. Consistent with this idea, recent studies have shown that molecular chaperones, such as heat shock protein 70 and heat shock protein 90, counteract tau accumulation and neurodegeneration in disease models. These molecular chaperones are major components of the protein quality control systems and they are specifically involved in the decision to retain or degrade many proteins, including tau and its modified variants. Thus, one potential way to treat tauopathies might be to either accelerate interactions of abnormal tau with these quality control factors or tip the balance of triage towards tau degradation. In this review, we summarize recent findings and suggest models for therapeutic intervention.",
J Mol Biol. 2012 Aug 10; 421(2-3): 172–184.,10.1016/j.jmb.2011.11.023,PMC6407624,22119878,Selective molecular recognition in amyloid growth and transmission and cross-species barriers,Buyong Ma;Ruth Nussinov,"1Basic Science Program, SAIC-Frederick, Inc. Center for Cancer Research Nanobiology Program NCI-Frederick, Frederick, MD 21702;2Sackler Inst. of Molecular Medicine Department of Human Genetics and Molecular Medicine Sackler School of Medicine, Tel Aviv University, Tel Aviv 69978, Israel;*vog.hin.liam@gnoyubam (Buyong Ma); vog.hin.xileh@unhtur (Ruth Nussinov)","Mutual conformational selection and population shift followed by minor induced fit optimization is the key mechanism in biomolecular recognition; and monomers and small oligomers binding to amyloid seeds in fibril growth is a molecular recognition event. Here, we describe amyloid aggregation, preferred species, cross-species barriers and transmission within the broad framework of molecular recognition. Cross seeding of amyloid species is governed by conformational selection of compatible (complementary) states. If the dominant conformations of two species are similar, they can cross-seed each other; on the other hand, if they are sufficiently different, they will grow into different fibrils, reflecting species barriers. Such a scenario has recently been observed for the tau protein which has four repeats. While a construct consisting of repeats 1, 3 and 4 can serve as a seed for the entire 4-repeat tau segment, the inverse does not hold. On the other hand, the tau protein repeats with the characteristic U-turn shape can cross-seed Alzheimer’s Aβ, and similarly the Islet Amyloid Polypeptide (IAPP). Within this framework, we suggest that the so-called ‘central dogma’ of amyloid formation, where aggregation takes place through non-specific backbone hydrogen bonding interactions which are common to all peptides and proteins, is a simple reflection of the heterogeneous, polymorphic free energy landscape of amyloid species. Here, we review available data and make some propositions addressing this key problem. In particular, we argue that recent theoretical and experimental observations support the key role of selective molecular recognition in amyloidosis and in determining cross-species barriers and transmission.",beta-amyloid oligomers;amyloid fibril structures;Alzheimer’s disease;prion;conformational selection;nucleation polymerization;energy landscape;conformational diseases
J Biol Chem. 2011 Jul 29; 286(30): 26849–26859.,10.1074/jbc.M111.241554,PMC3143645,21636573,Actin Cytoskeleton Remodeling by the Alternatively Spliced Isoform of PDLIM4/RIL Protein*,Olga A. Guryanova;Judith A. Drazba;Elena I. Frolova;Peter M. Chumakov,"From the ‡Lerner Research Institute, Cleveland Clinic, Cleveland, Ohio 44195, ;the §Shemyakin-Ovchinnikov Institute of Bioorganic Chemistry, Moscow 117997, Russia, ;the ¶Engelhard Institute of Molecular Biology, Moscow 119991, Russia, and ;‖Novosibirsk State University, Novosibirsk 630090, Russia;1 To whom correspondence should be addressed: 9500 Euclid Ave., Mail Code NE20, Cleveland, OH 44195.,  Tel.: 216-444-9540; Fax: 216-444-0512; E-mail: gro.fcc@pkamuhc.","RIL (product of PDLIM4 gene) is an actin-associated protein that has previously been shown to stimulate actin bundling by interacting with actin-cross-linking protein α-actinin-1 and increasing its affinity to filamentous actin. Here, we report that the alternatively spliced isoform of RIL, denoted here as RILaltCterm, functions as a dominant-negative modulator of RIL-mediated actin reorganization. RILaltCterm is regulated at the level of protein stability, and this protein isoform accumulates particularly in response to oxidative stress. We show that the alternative C-terminal segment of RILaltCterm has a disordered structure that directs the protein to rapid degradation in the core 20 S proteasomes. Such degradation is ubiquitin-independent and can be blocked by binding to NAD(P)H quinone oxidoreductase NQO1, a detoxifying enzyme induced by prolonged exposure to oxidative stress. We show that either overexpression of RILaltCterm or its stabilization by stresses counteracts the effects produced by full-length RIL on organization of actin cytoskeleton and cell motility. Taken together, the data suggest a mechanism for fine-tuning actin cytoskeleton rearrangement in response to stresses.",Adapter Proteins;Cytoskeleton;Oxidative Stress;Proteasome;Protein Degradation;Actin Cytoskeleton;Alternative Splicing;RIL/PDLIM4
PLoS One. 2011; 6(9): e24542.,10.1371/journal.pone.0024542,PMC3173450,21935421,Comparative Analysis of Serine/Arginine-Rich Proteins across 27 Eukaryotes: Insights into Sub-Family Classification and Extent of Alternative Splicing,Dale N. Richardson;Mark F. Rogers;Adam Labadorf;Asa Ben-Hur;Hui Guo;Andrew H. Paterson;Anireddy S. N. Reddy,"
1
Department of Bioinformatics and Population Genetics, Universität zu Köln, Köln, Germany, 
;
2
Computer Science Department, Colorado State University, Fort Collins, Colorado, United States of America, 
;
3
Department of Biology, Program in Molecular Plant Biology, Program in Cell and Molecular Biology, Colorado State University, Fort Collins, Colorado, United States of America, 
;
4
Plant Genome Mapping Laboratory, University of Georgia, Athens, Georgia, United States of America, 
;Michigan State University, United States of America;* E-mail: ude.etatsoloc.ramal@ydder;Wrote the paper: DNR. Conceived the project: DNR ASNR ABH. Gathered and processed all sequence data for gene tree analysis: DNR. Prepared sequences for AS analysis: DNR. Performed the AS analysis and managed the pipeline originally enhanced by AL: MFR. Performed the gene duplication analysis: HG. As principal investigators supervised the project: ASNR ABH AHP. All authors contributed to editing and writing the manuscript.",Wrote the paper: DNR. Conceived the project: DNR ASNR ABH. Gathered and processed all sequence data for gene tree analysis: DNR. Prepared sequences for AS analysis: DNR. Performed the AS analysis and managed the pipeline originally enhanced by AL: MFR. Performed the gene duplication analysis: HG. As principal investigators supervised the project: ASNR ABH AHP. All authors contributed to editing and writing the manuscript.,
Arch Biochem Biophys. 2012 Mar 15; 519(2): 131–143.,10.1016/j.abb.2011.11.020,PMC3298769,22182754,Dynamic dissociating homo-oligomers and the control of protein function,Trevor Selwood;Eileen K. Jaffe,"aFox Chase Cancer Center, 333 Cottman Avenue, Philadelphia, PA, 19111;*
Corresponding author. Address: Fox Chase Cancer Center, 333 Cottman Avenue, Philadelphia, PA, 19111, Tel: 215-728-3695, Fax: 215-728-2412, ude.cccf@effaJ.neeliE","Homo-oligomeric protein assemblies are known to participate in dynamic association/disassociation equilibria under native conditions, thus creating an equilibrium of assembly states. Such quaternary structure equilibria may be influenced in a physiologically significant manner either by covalent modification or by the non-covalent binding of ligands. This review follows the evolution of ideas about homo-oligomeric equilibria through the 20th and into the 21st centuries and the relationship of these equilibria to allosteric regulation by the non-covalent binding of ligands. A dynamic quaternary structure equilibria is described where the dissociated state can have alternate conformations that cannot reassociate to the original multimer; the alternate conformations dictate assembly to functionally distinct alternate multimers of finite stoichiometry. The functional distinction between different assemblies provides a mechanism for allostery. The requirement for dissociation distinguishes this morpheein model of allosteric regulation from the classical MWC concerted and KNF sequential models. These models are described alongside earlier dissociating allosteric models. The identification of proteins that exist as an equilibrium of diverse native quaternary structure assemblies has the potential to define new targets for allosteric modulation with significant consequences for further understanding and/or controlling protein structure and function. Thus, a rationale for identifying proteins that may use the morpheein model of allostery is presented and a selection of proteins for which published data suggests this mechanism may be operative are listed.",Allostery;protein multimer;morpheein;moonlighting
J R Soc Interface. 2012 Jan 7; 9(66): 20–33.,10.1098/rsif.2011.0584,PMC3223636,21993006,"Flexibility and binding affinity in protein–ligand, protein–protein and multi-component protein interactions: limitations of current computational approaches",Pierre Tuffery;Philippe Derreumaux,"1INSERM UMR-S 973, Université Paris Diderot, 35 rue Hélène Brion, 75251 Paris cedex, France;2Laboratoire de Biochimie Théorique, CNRS, UPR 9080, Université Paris Diderot, Sorbonne Paris Cité, Institut de Biologie Physico-Chimique, 13 rue Pierre et Marie Curie, 75005 Paris, France;3Institut Universitaire de France, 103, bd Saint-Michel, 75005 Paris, France;*Author for correspondence (rf.cpbi@xuamuerred.eppilihp).","The recognition process between a protein and a partner represents a significant theoretical challenge. In silico structure-based drug design carried out with nothing more than the three-dimensional structure of the protein has led to the introduction of many compounds into clinical trials and numerous drug approvals. Central to guiding the discovery process is to recognize active among non-active compounds. While large-scale computer simulations of compounds taken from a library (virtual screening) or designed de novo are highly desirable in the post-genomic area, many technical problems remain to be adequately addressed. This article presents an overview and discusses the limits of current computational methods for predicting the correct binding pose and accurate binding affinity. It also presents the performances of the most popular algorithms for exploring binary and multi-body protein interactions.",flexibility;binding affinity;protein–ligand/protein;interactions;drug design;computational methods
Proc Natl Acad Sci U S A. 2011 Mar 8; 108(10): 3952–3957.,10.1073/pnas.1012668108,PMC3054012,21325613,Mapping backbone and side-chain interactions in the transition state of a coupled protein folding and binding reaction,Annett Bachmann;Dirk Wildemann;Florian Praetorius;Gunter Fischer;Thomas Kiefhaber,"aMunich Center for Integrated Protein Science and Department of Chemistry, TU München, Lichtenbergstrasse 4, D-85747 Garching, Germany; and ;bMax Planck Research Unit for Enzymology of Protein Folding, Weinbergweg 22, D-06120 Halle (Saale), Germany;1To whom correspondence should be addressed. E-mail: ed.mut@rebahfeik.t.;Edited* by Robert Baldwin, Stanford University, Stanford, CA, and approved January 12, 2011 (received for review August 25, 2010);Author contributions: A.B., G.F., and T.K. designed research; A.B., D.W., and F.P. performed research; A.B. and D.W. contributed new reagents/analytic tools; A.B., D.W., F.P., and T.K. analyzed data; and A.B. and T.K. wrote the paper.","Understanding the mechanism of protein folding requires a detailed knowledge of the structural properties of the barriers separating unfolded from native conformations. The S-peptide from ribonuclease S forms its α-helical structure only upon binding to the folded S-protein. We characterized the transition state for this binding-induced folding reaction at high resolution by determining the effect of site-specific backbone thioxylation and side-chain modifications on the kinetics and thermodynamics of the reaction, which allows us to monitor formation of backbone hydrogen bonds and side-chain interactions in the transition state. The experiments reveal that α-helical structure in the S-peptide is absent in the transition state of binding. Recognition between the unfolded S-peptide and the S-protein is mediated by loosely packed hydrophobic side-chain interactions in two well defined regions on the S-peptide. Close packing and helix formation occurs rapidly after binding. Introducing hydrophobic residues at positions outside the recognition region can drastically slow down association.",phi-value analysis;protein-protein interaction;encounter complex formation;thioxo peptide bond
J Proteome Res. 2011 May 6; 10(5): 2538–2545.,10.1021/pr200015d,PMC3090486,21366353,A Correlation between Protein Function and Ligand Binding Profiles,Matthew D. Shortridge;Michael Bokemper;Jennifer C. Copeland;Jaime L. Stark;Robert Powers,"Department of Chemistry, University of Nebraska-Lincoln, Lincoln, NE 68588-0304;*
To whom correspondence should be addressed: Department of Chemistry, 722 Hamilton Hall, University of Nebraska – Lincoln, Lincoln, NE 68588-0304, Tel: (402) 472-3039; Fax: (402) 472-9402, ude.lnu@3srewopr","We report that proteins with the same function bind the same set of small molecules from a standardized chemical library. This observation led to a quantifiable and rapidly adaptable method for protein functional analysis using experimentally-derived ligand binding profiles. Ligand binding is measured using a high-throughput NMR ligand affinity screen with a structurally diverse chemical library. The method was demonstrated using a set of 19 proteins with a range of functions. A statistically significant similarity in ligand binding profiles was only observed between the two functionally identical albumins and between the five functionally similar amylases. This new approach is independent of sequence, structure or evolutionary information, and therefore, extends our ability to analyze and functionally annotate novel genes.",Protein Function;Ligand Binding;NMR Ligand Affinity Screen;Functional Genomics;Functional Annotation
Eur Biophys J. 2011 Dec; 40(12): 1339–1355.,10.1007/s00249-011-0754-8,PMC3222826,22089251,"Understanding biomolecular motion, recognition, and allostery by use of conformational ensembles",R. Bryn Fenwick;Santi Esteban-Martín;Xavier Salvatella,"1Joint BSC-IRB Research Programme in Computational Biology, Institute for Research in Biomedicine, IRB Barcelona, Baldiri Reixac 10, 08028 Barcelona, Spain ;2Institució Catalana de Recerca i Estudis Avançats, ICREA, Barcelona, Spain ;Xavier Salvatella, Phone: +34-93-4020459, Email: gro.anolecrabbri@alletavlas.reivax.;Corresponding author.","We review the role conformational ensembles can play in the analysis of biomolecular dynamics, molecular recognition, and allostery. We introduce currently available methods for generating ensembles of biomolecules and illustrate their application with relevant examples from the literature. We show how, for binding, conformational ensembles provide a way of distinguishing the competing models of induced fit and conformational selection. For allostery we review the classic models and show how conformational ensembles can play a role in unravelling the intricate pathways of communication that enable allostery to occur. Finally, we discuss the limitations of conformational ensembles and highlight some potential applications for the future.",Dynamic ensembles;NMR;Conformational selection;Induced fit;Allostery
J Biol Chem. 2011 Nov 4; 286(44): 38311–38320.,10.1074/jbc.M111.276592,PMC3207447,21840989,Structural and Functional Analysis of the Tandem β-Zipper Interaction of a Streptococcal Protein with Human Fibronectin*♦,Nicole C. Norris;Richard J. Bingham;Gemma Harris;Adrian Speakman;Richard P. O. Jones;Andrew Leech;Johan P. Turkenburg;Jennifer R. Potts,"From the ‡Department of Biology, ;§Technology Facility, Department of Biology (Area 15), and ;¶Department of Chemistry, University of York, York, YO10 5DD, United Kingdom;3 To whom correspondence should be addressed. Tel.: 44-1904-328679; E-mail: ku.ca.kroy@sttop.refinnej.;1Present address: The John Curtin School of Medical Research, Australian National University, Canberra, Australian Capital Territory 0200, Australia.;2Present address: Dept. of Chemical and Biological Sciences, School of Applied Sciences, University of Huddersfield, Queensgate, Huddersfield, HD1 3DH, United Kingdom.","Bacterial fibronectin-binding proteins (FnBPs) contain a large intrinsically disordered region (IDR) that mediates adhesion of bacteria to host tissues, and invasion of host cells, through binding to fibronectin (Fn). These FnBP IDRs consist of Fn-binding repeats (FnBRs) that form a highly extended tandem β-zipper interaction on binding to the N-terminal domain of Fn. Several FnBR residues are highly conserved across bacterial species, and here we investigate their contribution to the interaction. Mutation of these residues to alanine in SfbI-5 (a disordered FnBR from the human pathogen Streptococcus pyogenes) reduced binding, but for each residue the change in free energy of binding was <2 kcal/mol. The structure of an SfbI-5 peptide in complex with the second and third F1 modules from Fn confirms that the conserved FnBR residues play equivalent functional roles across bacterial species. Thus, in SfbI-5, the binding energy for the tandem β-zipper interaction with Fn is distributed across the interface rather than concentrated in a small number of “hot spot” residues that are frequently observed in the interactions of folded proteins. We propose that this might be a common feature of the interactions of IDRs and is likely to pose a challenge for the development of small molecule inhibitors of FnBP-mediated adhesion to and invasion of host cells.",Fibronectin;Host-Pathogen Interactions;Isothermal Titration Calorimetry;Protein Complexes;Protein Structure;Protein-Protein Interactions
PLoS One. 2011; 6(12): e28877.,10.1371/journal.pone.0028877,PMC3237570,22194938,NMR Studies of the C-Terminus of alpha4 Reveal Possible Mechanism of Its Interaction with MID1 and Protein Phosphatase 2A,Haijuan Du;Michael A. Massiah,"
Department of Chemistry, George Washington University, Washington, D.C., United States of America, 
;University of South Florida College of Medicine, United States of America;* E-mail: ude.uwg@haissam;Conceived and designed the experiments: HD MM. Performed the experiments: HD MM. Analyzed the data: HD MM. Contributed reagents/materials/analysis tools: HD MM. Wrote the paper: HD MM.",Conceived and designed the experiments: HD MM. Performed the experiments: HD MM. Analyzed the data: HD MM. Contributed reagents/materials/analysis tools: HD MM. Wrote the paper: HD MM.,
J Mol Model. 2011 Sep; 17(9): 2325–2336.,10.1007/s00894-010-0951-x,PMC3168752,21258831,RNA and protein 3D structure modeling: similarities and differences,Kristian Rother;Magdalena Rother;Michał Boniecki;Tomasz Puton;Janusz M. Bujnicki,"1Laboratory of Bioinformatics and Protein Engineering, International Institute of Molecular and Cell Biology, ul. Ks. Trojdena 4, 02-109 Warsaw, Poland ;2Laboratory of Structural Bioinformatics, Institute of Molecular Biology and Biotechnology, Faculty of Biology, Adam Mickiewicz University, ul. Umultowska 89, 61-614 Poznan, Poland ;Janusz M. Bujnicki, Phone: +48-22-5970750, Fax: +48-22-5970715, Email: lp.ociliseneg@bmai.;Corresponding author.","Methods for 3D structure prediction can be divided into those based on “first principles”, i.e., the fundamental laws of physics that govern the process of folding, and those based on information about other structures, available in databases. In particular, knowledge-based methods can be used to predict macromolecular structures by modeling the process of evolution (Fig. 2).",Assessment;Prediction;RNA;Structure;Tertiary
Blood. 2011 Jun 2; 117(22): 6012–6023.,10.1182/blood-2010-11-317867,PMC3112045,21464369,"Residues within a lipid-associated segment of the PECAM-1 cytoplasmic domain are susceptible to inducible, sequential phosphorylation",Cathy Paddock;Betsy L. Lytle;Francis C. Peterson;Trudy Holyst;Peter J. Newman;Brian F. Volkman;Debra K. Newman,"1Blood Research Institute, BloodCenter of Wisconsin and ;Departments of 
2Biochemistry, ;3Pharmacology and Toxicology, ;4Cell Biology, Neurobiology and Anatomy, and ;5Microbiology and Molecular Genetics, Medical College of Wisconsin, Milwaukee, WI;Corresponding author.;**C.P. and B.L.L., representing the laboratories of D.K.N. and B.F.V., contributed equally to this work.","Immunoreceptor tyrosine-based inhibitory motif (ITIM)–containing receptors inhibit cellular responsiveness to immunoreceptor tyrosine-based activation motif (ITAM)–linked receptors. Although tyrosine phosphorylation is central to the initiation of both inhibitory ITIM and stimulatory ITAM signaling, the events that regulate receptor phosphorylation are incompletely understood. Previous studies have shown that ITAM tyrosines engage in structure-inducing interactions with the plasma membrane that must be relieved for phosphorylation to occur. Whether ITIM phosphorylation is similarly regulated and the mechanisms responsible for release from plasma membrane interactions to enable phosphorylation, however, have not been defined. PECAM-1 is a dual ITIM-containing receptor that inhibits ITAM-dependent responses in hematopoietic cells. We found that the PECAM-1 cytoplasmic domain is unstructured in an aqueous environment but adopts an α-helical conformation within a localized region on interaction with lipid vesicles that mimic the plasma membrane. The lipid-interacting segment contains the C-terminal ITIM tyrosine and a serine residue that undergo activation-dependent phosphorylation. The N-terminal ITIM is excluded from the lipid-interacting segment, and its phosphorylation is secondary to phosphorylation of the membrane-interacting C-terminal ITIM. On the basis of these findings, we propose a novel model for regulation of inhibitory signaling by ITIM-containing receptors that relies on reversible plasma membrane interactions and sequential ITIM phosphorylation.",
