citation,doi,PMCID,PMID,Title,Author,Belong,Abstract,Keywords
Nat Struct Mol Biol. 2014 Sep; 21(9): 833–839.,10.1038/nsmb.2876,PMC4167633,25150862,Asymmetric mRNA localization contributes to fidelity and sensitivity of spatially localized systems,Robert J. Weatheritt;Toby J Gibson;M. Madan Babu,"1MRC Laboratory of Molecular Biology, Cambridge, United Kingdom
;2Structural and Computational Biology Unit, European Molecular Biology Laboratory, Heidelberg, Germany.
;Author Contributions: RJW collected the datasets and performed the analysis; RJW and MMB designed the study; RJW, TJG and MMB conceived the idea and wrote the paper.;*ku.ca.mac.bml-crm@rehtaewr and ku.ca.mac.bml-crm@mnadam","While many proteins are localized after translation, asymmetric-protein distribution is also achieved by translation after mRNA localization. Why are certain mRNA transported to a distal location and translated on-site? Here we undertake a systematic, genome-scale study of asymmetrically distributed protein and mRNA in mammalian cells. Our findings suggest that asymmetric-protein distribution by mRNA localization enhances interaction fidelity and signaling sensitivity. Proteins synthesized at distal locations frequently contain intrinsically disordered segments. These regions are generally rich in assembly-promoting modules and are often regulated by post-translational modification sites. Such proteins are tightly regulated but display distinct temporal dynamics upon stimulation with growth factors. Thus proteins synthesized on-site may rapidly alter proteome composition and act as dynamically regulated scaffolds to promote the formation of reversible cellular assemblies. Our observations are consistent across multiple mammalian species, cell types, and developmental stages suggesting that localized translation is a recurring feature of cell signaling and regulation.",
Science. 2014 May 9; 344(6184): 1250494.,10.1126/science.1250494,PMC4070327,24812405,Structural Basis for Protein anti-Aggregation Activity of the Trigger Factor Chaperone*,Tomohide Saio;Xiao Guan;Paolo Rossi;Anastassios Economou;Charalampos G. Kalodimos,"1Center for Integrative Proteomics Research and Department of Chemistry & Chemical Biology, Rutgers University, Piscataway, NJ 08854;2Rega Institute, Department of Microbiology and Immunology KU Leuven, Molecular Bacteriology Laboratory, Minderbroedersstraat 10, B-3000 Leuven, Belgium;3Institute of Molecular Biology and Biotechnology-FORTH and Department of Biology, University of Crete, PO Box 1385, Iraklio, Crete, Greece;*Correspondence to: ude.sregtur@sibab;†These authors contributed equally to this work","Molecular chaperones prevent aggregation and misfolding of proteins but scarcity of structural data has impeded an understanding of the recognition and anti-aggregation mechanisms. Here we report the solution structure, dynamics and energetics of three Trigger Factor (TF) chaperone molecules in complex with alkaline phosphatase (PhoA) captured in the unfolded state. Our data show that TF uses multiple sites to bind to several regions of the PhoA substrate protein primarily through hydrophobic contacts. NMR relaxation experiments show that TF interacts with PhoA in a highly dynamic fashion but as the number and length of the PhoA regions engaged by TF increases, a more stable complex gradually emerges. Multivalent binding keeps the substrate protein in an extended, unfolded conformation. The results show how molecular chaperones recognize unfolded polypeptides and how by acting as unfoldases and holdases prevent the aggregation and premature (mis)folding of unfolded proteins.",
Biol Open. 2014 Oct 15; 3(10): 913–923.,10.1242/bio.20148938,PMC4197440,25217615,Global analysis of protein aggregation in yeast during physiological conditions and arsenite stress,Sebastian Ibstedt;Theodora C. Sideri;Chris M. Grant;Markus J. Tamás,"1Department of Chemistry and Molecular Biology, University of Gothenburg, S-405 30 Gothenburg, Sweden;2Faculty of Life Sciences, University of Manchester, Manchester M13 9PT, UK;3Current address: Department of Genetics, Evolution and Environment and UCL Cancer Institute, University College London, WC1E 6BT, London, UK.;*Author for correspondence (es.ug.bmc@samat.sukram)","Protein aggregation is a widespread phenomenon in cells and associated with pathological conditions. Yet, little is known about the rules that govern protein aggregation in living cells. In this study, we biochemically isolated aggregation-prone proteins and used computational analyses to identify characteristics that are linked to physiological and arsenite-induced aggregation in living yeast cells. High protein abundance, extensive physical interactions, and certain structural properties are positively correlated with an increased aggregation propensity. The aggregated proteins have high translation rates and are substrates of ribosome-associated Hsp70 chaperones, indicating that they are susceptible for aggregation primarily during translation/folding. The aggregation-prone proteins are enriched for multiple chaperone interactions, thus high protein abundance is probably counterbalanced by molecular chaperones to allow soluble expression in vivo. Our data support the notion that arsenite interferes with chaperone activity and indicate that arsenite-aggregated proteins might engage in extensive aberrant protein–protein interactions. Expression of aggregation-prone proteins is down-regulated during arsenite stress, possibly to prevent their toxic accumulation. Several aggregation-prone yeast proteins have human homologues that are implicated in misfolding diseases, suggesting that similar mechanisms may apply in disease- and non-disease settings.",protein aggregation;protein folding;translation;arsenite;chaperone
PLoS Pathog. 2014 Nov; 10(11): e1004512.,10.1371/journal.ppat.1004512,PMC4239116,25412268,Crystal Structure of Cytomegalovirus IE1 Protein Reveals Targeting of TRIM Family Member PML via Coiled-Coil Interactions,Myriam Scherer;Stefan Klingl;Madhumati Sevvana;Victoria Otto;Eva-Maria Schilling;Joachim D. Stump;Regina Müller;Nina Reuter;Heinrich Sticht;Yves A. Muller;Thomas Stamminger,"
1
Institute for Clinical and Molecular Virology, University of Erlangen-Nuremberg, Erlangen, Germany, 
;
2
Division of Biotechnology, University of Erlangen-Nuremberg, Erlangen, Germany, 
;
3
Division of Bioinformatics, Institute of Biochemistry, University of Erlangen-Nuremberg, Erlangen, Germany, 
;
University of Glasgow, United Kingdom, 
;#Contributed equally.;* E-mail: ed.uaf@rellum.sevy (YAM); ed.negnalre-inu.dem.oriv@regnimmats.samoht (TS);The authors have declared that no competing intests exist.;Conceived and designed the experiments: TS YAM. Performed the experiments: MSc SK VO EMS RM NR MSe YAM JDS HS. Analyzed the data: SK MSe YAM JDS HS MSc EMS NR TS. Wrote the paper: MSc SK HS YAM TS.",Conceived and designed the experiments: TS YAM. Performed the experiments: MSc SK VO EMS RM NR MSe YAM JDS HS. Analyzed the data: SK MSe YAM JDS HS MSc EMS NR TS. Wrote the paper: MSc SK HS YAM TS.,
J Cell Biol. 2014 Jan 20; 204(2): 187–202.,10.1083/jcb.201306077,PMC3897184,24421331,Human myocytes are protected from titin aggregation-induced stiffening by small heat shock proteins,Sebastian Kötter;Andreas Unger;Nazha Hamdani;Patrick Lang;Matthias Vorgerd;Luitgard Nagel-Steger;Wolfgang A. Linke,"1Department of Cardiovascular Physiology,  and 2Neurological University Clinic Bergmannsheil, Ruhr University Bochum, 44780 Bochum, Germany;3Department of Physical Biology, University of Düsseldorf, 40225 Düsseldorf, Germany;Corresponding author.;Correspondence to Wolfgang A. Linke: ed.bur@eknil.gnagflow;S. Kötter’s present address is Department of Cardiovascular Physiology, University of Düsseldorf, 40225 Düsseldorf, Germany.","In myocytes, small heat shock proteins (sHSPs) are preferentially translocated under stress to the sarcomeres. The functional implications of this translocation are poorly understood. We show here that HSP27 and αB-crystallin associated with immunoglobulin-like (Ig) domain-containing regions, but not the disordered PEVK domain (titin region rich in proline, glutamate, valine, and lysine), of the titin springs. In sarcomeres, sHSP binding to titin was actin filament independent and promoted by factors that increased titin Ig unfolding, including sarcomere stretch and the expression of stiff titin isoforms. Titin spring elements behaved predominantly as monomers in vitro. However, unfolded Ig segments aggregated, preferentially under acidic conditions, and αB-crystallin prevented this aggregation. Disordered regions did not aggregate. Promoting titin Ig unfolding in cardiomyocytes caused elevated stiffness under acidic stress, but HSP27 or αB-crystallin suppressed this stiffening. In diseased human muscle and heart, both sHSPs associated with the titin springs, in contrast to the cytosolic/Z-disk localization seen in healthy muscle/heart. We conclude that aggregation of unfolded titin Ig domains stiffens myocytes and that sHSPs translocate to these domains to prevent this aggregation.",
J Biol Chem. 2014 May 16; 289(20): 13903–13911.,10.1074/jbc.M114.557843,PMC4022862,24634216,Structural and Biophysical Characterization of Murine Rif1 C Terminus Reveals High Specificity for DNA Cruciform Structures*,Rasa Sukackaite;Malene Ringkjøbing Jensen;Philippe J. Mas;Martin Blackledge;Sara B. Buonomo;Darren J. Hart,"From the ‡European Molecular Biology Laboratory (EMBL), Grenoble Outstation, 6 rue Jules Horowitz, 38042 France, ;the §Unit for Virus Host-Cell Interactions, University of Grenoble Alpes-EMBL-CNRS, 6 rue Jules Horowitz, 38042 France, ;the ‖University of Grenoble Alpes, Institut de Biologie Structurale (IBS), 6 rue Jules Horowitz, F-38027 Grenoble, France, ;**CEA, DSV, IBS, 6 rue Jules Horowitz, F-38027 Grenoble, France, ;‡‡CNRS, IBS, 6 rue Jules Horowitz, F-38027 Grenoble, France, and ;the ¶European Molecular Biology Laboratory, Monterotondo Outstation, Adriano Buzzati-Traverso Campus, Via Ramarini 32, 00015 Monterotondo, Italy;2 To whom correspondence may be addressed: European Molecular Biology Laboratory, Monterotondo Outstation, Adriano Buzzati-Traverso Campus, Via Ramarini 32, 00015 Monterotondo, Italy.,  Tel.: 39-06-90091348; Fax: 39-06-90091406; E-mail: ti.lbme@omonoub.aras.;3 To whom correspondence may be addressed: European Molecular Biology Laboratory, Grenoble Outstation, 6 rue Jules Horowitz, 38042 France.,  Tel.: 33-476-20-77-68; Fax: 33-476-20-71-99; E-mail: rf.lbme@trah.;1Present address: Thermo Fisher Scientific Baltics, UAB, Graiciuno 8, 02241 Vilnius, Lithuania.","Mammalian Rif1 is a key regulator of DNA replication timing, double-stranded DNA break repair, and replication fork restart. Dissecting the molecular functions of Rif1 is essential to understand how it regulates such diverse processes. However, Rif1 is a large protein that lacks well defined functional domains and is predicted to be largely intrinsically disordered; these features have hampered recombinant expression of Rif1 and subsequent functional characterization. Here we applied ESPRIT (expression of soluble proteins by random incremental truncation), an in vitro evolution-like approach, to identify high yielding soluble fragments encompassing conserved regions I and II (CRI and CRII) at the C-terminal region of murine Rif1. NMR analysis showed CRI to be intrinsically disordered, whereas CRII is partially folded. CRII binds cruciform DNA with high selectivity and micromolar affinity and thus represents a functional DNA binding domain. Mutational analysis revealed an α-helical region of CRII to be important for cruciform DNA binding and identified critical residues. Thus, we present the first structural study of the mammalian Rif1, identifying a domain that directly links its function to DNA binding. The high specificity of Rif1 for cruciform structures is significant given the role of this key protein in regulating origin firing and DNA repair.",Cell Cycle;Directed Evolution;DNA Replication;Intrinsically Disordered Proteins;NMR
J Am Chem Soc. 2014 Apr 9; 136(14): 5197–5200.,10.1021/ja4125065,PMC4017604,24654952,"Coupled
Folding and Binding of the Disordered Protein
PUMA Does Not Require Particular Residual Structure","Joseph
M. Rogers;Chi T. Wong;Jane Clarke;*","Department of Chemistry, University of Cambridge, Lensfield Road, Cambridge, CB2 1EW, United Kingdom;Email: ku.ca.mac@261cj","Many cellular proteins are ‘disordered’
in isolation.
A subset of these intrinsically disordered proteins (IDPs) can, upon
binding another molecule, fold to a well-defined three-dimensional
structure. In the structurally heterogeneous, unbound ensemble of
these IDPs, conformations are likely to exist that, in part, resemble
the final bound form. It has been suggested that these conformations,
displaying ‘residual structure’, could be important
for the mechanism of such coupled folding and binding reactions. PUMA,
of the BCL-2 family, is an IDP in isolation but will form a single,
contiguous α-helix upon binding the folded protein MCL-1. Using
the helix-breaking residue proline, we systematically target each
potential turn of helix of unbound PUMA and assess the binding to
MCL-1 using time-resolved stopped-flow techniques. All proline-containing
mutants bound, and although binding was weaker than the wild-type
protein, association rate constants were largely unaffected. We conclude
that population of particular residual structure, containing a specific
helical turn, is neither required for the binding nor for fast association
of PUMA and MCL-1.",
Biochemistry. 2014 Nov 25; 53(46): 7170–7183.,10.1021/bi5009326,PMC4245978,25389903,"A Relationship between the Transient Structure in
the Monomeric State and the Aggregation Propensities of α-Synuclein
and β-Synuclein",Jane R. Allison;*;†;Robert C. Rivers;‡;John C. Christodoulou;§;Michele Vendruscolo;*;Christopher M. Dobson;*,"Department of Chemistry, University of Cambridge, Lensfield Road, Cambridge CB2 1EW, U.K.;*E-mail: zn.ca.yessam@nosilla.j.;*E-mail: ku.ca.mac@542vm.;*E-mail: ku.ca.mac@44dmc.","15N-labeled βS
and βSHC were expressed and purified as described
previously.71 A QuickChange (Stratagene)
site-directed mutagenesis kit was used to engineer cysteine mutations
at positions A30, S42, S64, F89, A102, S118, and A134 in βS
and A30, S42, S64, A113, and A145 in βSHC. Mutation
sites were selected to minimize structural perturbations and to correspond
as closely as possible to the αS mutation sites (Q24, S42, Q62,
S87, N103, and N122). The nitroxide spin-label MTSL (1-oxyl-2,2,5,5-tetramethyl-3-pyrroline-3-methylmethanethiosulfonate)
(Toronto Research Chemicals Inc.) was attached to the introduced cysteine
residue in each variant in a thiol-specific reaction. The cysteine
variants were first reduced with 5 mM DTT, which was subsequently
removed using a 20 mL HiTrap desalting column (Amersham-Pharmacia)
connected to an Akta fast protein liquid chromatography instrument
(Amersham-Pharmacia). Immediately following DTT removal, the protein
solution was incubated overnight with a 10-fold molar excess of MTSL.
After incubation, unreacted MTSL was removed with a HiTrap desalting
column. Uniform labeling was confirmed using mass spectrometry. Analysis
of the spin-labeled variants using circular dichroism showed no evidence
of any conformational changes. Moreover, the amide proton and nitrogen
chemical shifts in the HSQC spectra were not significantly altered,
even for residues in the vicinity of the spin-label (Figures S1 and
S2 of the Supporting Information).",
Nat Chem Biol. 2014 Jul; 10(7): 558–566.,10.1038/nchembio.1528,PMC4062594,24845231,Targeting the disordered C-terminus of PTP1B with an allosteric inhibitor,Navasona Krishnan;Dorothy Koveal;Daniel H. Miller;Bin Xue;Sai Dipikaa Akshinthala;Jaka Kragelj;Malene Ringkjøbing Jensen;Carla-Maria Gauss;Rebecca Page;Martin Blackledge;Senthil K. Muthuswamy;Wolfgang Peti;Nicholas K. Tonks,"1Cold Spring Harbor Laboratory, 1 Bungtown Road, Cold Spring Harbor, New York 11724, USA;2Department of Molecular Biology, Cell Biology and Biochemistry, Brown University, Providence, RI 02903, USA;3Department of Molecular Pharmacology, Physiology and Biotechnology, and Department of Chemistry, Brown University, Providence, RI 02903, USA;5Protein Dynamics and Flexibility, Institut de Biologie Structurale Jean-Pierre Ebel, CEA, CNRS, UJF UMR 5075, 41 Rue Jules Horowitz, Grenoble 38027, France;6Ontario Cancer Institute, Campbell Family Institute for Breast Cancer Research, Department of Medical Biophysics, University of Toronto, Toronto, Canada;*Correspondence to: N. K. Tonks: ude.lhsc@sknot, Tel: 516-367-8846;4Present address: Department of Molecular & Cell Biology, University of California Berkeley, Berkeley, CA 94720, USA","PTP1B, a validated therapeutic target for diabetes and obesity, plays a critical positive role in HER2 signaling in breast tumorigenesis. Efforts to develop therapeutic inhibitors of PTP1B have been frustrated by the chemical properties of the active site. We defined a novel mechanism of allosteric inhibition that targets the C-terminal, non-catalytic segment of PTP1B. We present the first ensemble structure of PTP1B containing this intrinsically disordered segment, within which we identified a binding site for the small molecule inhibitor, MSI-1436. We demonstrate binding to a second site close to the catalytic domain, with cooperative effects between the two sites locking PTP1B in an inactive state. MSI-1436 antagonized HER2 signaling, inhibited tumorigenesis in xenografts and abrogated metastasis in the NDL2 mouse model of breast cancer, validating inhibition of PTP1B as a therapeutic strategy in breast cancer. This new approach to inhibition of PTP1B emphasizes the potential of disordered segments of proteins as specific binding sites for therapeutic small molecules.",
Biochemistry. 2014 Mar 18; 53(10): 1670–1679.,10.1021/bi500013w,PMC4198062,24559171,"Cancer/Testis Antigen PAGE4, a Regulator of c-Jun
Transactivation, Is Phosphorylated by Homeodomain-Interacting Protein
Kinase 1, a Component of the Stress-Response Pathway","Steven
M. Mooney;Ruoyi Qiu;John J. Kim;#;Elizabeth J. Sacho;Krithika Rajagopalan;▽;Dorhyun Johng;Takumi Shiraishi;Prakash Kulkarni;*;○;Keith R. Weninger;*","†The
James Buchanan Brady Urological Institute and Department of Urology, ‡Oncology, §Cellular and Molecular
Medicine, and ∥Department of Biomedical Engineering, Whiting School
of Engineering, The Johns Hopkins University School of
Medicine, 733 North Broadway, Baltimore, Maryland 21205, United States;⊥Department
of Physics, North Carolina State University, Raleigh, North Carolina 27695, United States;*(P.K.) Phone: 410-502-4962. E-mail: ude.imhj@4raklukp.;*(K.W.) Phone: 919-513-3696. E-mail: ude.uscn@gninewrk.","6His-PAGE4 was constructed
by cloning the PCR product into pET28a (Novagen Darmstadt, Germany).
T51A, A18C, and P102C 6His-PAGE4 were created in pET28A using the
QuikChange site-directed mutagenesis kit (Stratagene, La Jolla, CA)
with 6His-PAGE4 as the template as described previously.1 nV5-PAGE4 WT/T51A was amplified from 6His-PAGE4,
cloned into the pENTR, and then recombined into pcDNA3.1/nV5-DEST (Life Technologies, Frederick, MD) according to the manufacturer’s
instructions. 6Myc-PAGE4 was constructed by cloning PAGE4 WT and T51A
into the pCS3-6Myc vector, and PAGE4-Myc-FLAG was purchased (Origene,
Rockville, MD).",
Chemphyschem. 2015 Feb 23; 16(3): 572–578.,10.1002/cphc.201402704,PMC4329088,25511552,High Accuracy of Karplus Equations for Relating Three-Bond J Couplings to Protein Backbone Torsion Angles,Fang Li;Jung Ho Lee;Alexander Grishaev;Jinfa Ying;Ad Bax,"Laboratory of Chemical Physics, National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Bethesda, MD 20892, USA","3JC′C′ and 3JHNHα couplings are related to the intervening backbone torsion angle ϕ by standard Karplus equations. Although these couplings are known to be affected by parameters other than ϕ, including H-bonding, valence angles and residue type, experimental results and quantum calculations indicate that the impact of these latter parameters is typically very small. The solution NMR structure of protein GB3, newly refined by using extensive sets of residual dipolar couplings (RDCs), yields 50–60% better Karplus equation agreement between ϕ angles and experimental 3JC′C′ and 3JHNHα values than does the high resolution X-ray structure. In intrinsically disordered proteins, 3JC′C′ and 3JHNHα couplings can be measured at even higher accuracy, and the impact of factors other than the intervening torsion angle on 3J will be smaller than in folded proteins, making these couplings exceptionally valuable reporters on the ensemble of ϕ angles sampled by each residue.",backbone torsion angle;DFT calculation;GB3;IDP;Karplus equation;protein structure
Mol Cell. 2014 Feb 6; 53(3): 433–443.,10.1016/j.molcel.2013.12.009,PMC3947554,24412063,The Intrinsically Disordered Sem1 Protein Functions as a Molecular Tether During Proteasome Lid Biogenesis,"Robert J. Tomko, Jr.;Mark Hochstrasser","Department of Molecular Biophysics & Biochemistry, Yale University, 266 Whitney Avenue, New Haven, CT 06520-8114;*Correspondence should be addressed to M.H.: ude.elay@ressartshcoh.kram","The intrinsically disordered yeast protein Sem1 (DSS1 in mammals) participates in multiple protein complexes, including the proteasome, but its role(s) within these complexes is uncertain. We report that Sem1 enforces the ordered incorporation of subunits Rpn3 and Rpn7 into the assembling proteasome lid. Sem1 uses conserved acidic segments separated by a flexible linker to grasp Rpn3 and Rpn7. The same segments are used for protein binding in other complexes, but in the proteasome lid they are uniquely deployed for recognizing separate polypeptides. We engineered TEV protease-cleavage sites into Sem1 to show that the tethering function of Sem1 is important for the biogenesis and integrity of the Rpn3-Sem1-Rpn7 ternary complex but becomes dispensable once the ternary complex incorporates into larger lid precursors. Thus, although Sem1 is a stoichiometric component of the mature proteasome, it has a distinct, chaperone-like function specific to early stages of proteasome assembly.",
Chaos. 2014 Mar; 24(1): 013103.,10.1063/1.4861202,PMC3899061,24697365,Molecular nonlinear dynamics and protein thermal uncertainty quantification,Kelin Xia;Guo-Wei Wei,"1Department of Mathematics, Michigan State University, Michigan 48824, USA;2Department of Electrical and Computer Engineering, Michigan State University, Michigan 48824, USA;3Department of Biochemistry and Molecular Biology, Michigan State University, Michigan 48824, USA;a)Author to whom correspondence should be addressed. Electronic mail: ude.usm.htam@iew","This work introduces molecular nonlinear dynamics (MND) as a new approach for describing protein folding and aggregation. By using a mode system, we show that the MND of disordered proteins is chaotic while that of folded proteins exhibits intrinsically low dimensional manifolds (ILDMs). The stability of ILDMs is found to strongly correlate with protein energies. We propose a novel method for protein thermal uncertainty quantification based on persistently invariant ILDMs. Extensive comparison with experimental data and the state-of-the-art methods in the field validate the proposed new method for protein B-factor prediction.",
J Mol Biol. 2015 Jan 30; 427(2): 371–386.,10.1016/j.jmb.2014.11.011,PMC4297576,25463440,The activity and stability of the intrinsically disordered Cip/Kip protein family are regulated by non-receptor tyrosine kinases,Yongqi Huang;Mi-Kyung Yoon;Steve Otieno;Moreno Lelli;Richard W. Kriwacki,"1Department of Structural Biology, St. Jude Children's Research Hospital, 262 Danny Thomas Place, Memphis, TN 38103, USA.;2Centre de RMN à Trés Hauts Champs, Institut de Sciences Analytiques (CNRS/ENS Lyon/UCB Lyon 1), 69100 Villeurbanne, France.;3Department of Microbiology, Immunology and Biochemistry, University of Tennessee Health Sciences Center, Memphis, TN 38163, USA;#Contributed equally.;¶Current address: Medical Proteomics Research Center, Korea Research Institute of Bioscience and Biotechnology, Daejeon 305-806, Republic of Korea.;§Current address: College of Medicine, University of Tennessee Health Science Center, Memphis, Tennessee, USA.;Correspondence to Richard W. Kriwacki: Department of Structural Biology, St. Jude Children's Research Hospital, 262 Danny Thomas Place, Memphis, TN 38103, USA, Tel.: (901) 595-3290; Fax: (901) 595-3032; gro.edujts@ikcawirk.drahcir","The Cip/Kip family of cyclin-dependent kinase (Cdk) inhibitors includes p21Cip1, p27Kip1 and p57Kip2. Their kinase inhibitory activities are mediated by a homologous N-terminal kinase-inhibitory domain (KID). The Cdk inhibitory activity and stability of p27 have been shown to be regulated by a two-step phosphorylation mechanism involving a tyrosine residue within the KID and a threonine residue within the flexible C-terminus. We show that these residues are conserved in p21 and p57, suggesting that a similar phosphorylation cascade regulates these Cdk inhibitors. However, the presence of a cyclin binding motif within its C-terminus alters the regulatory interplay between p21 and Cdk2/cyclin A, and its responses to tyrosine phosphorylation and altered p21:Cdk2/cyclin A stoichiometry. We also show that the Cip/Kip proteins can be phosphorylated in vitro by representatives of many non-receptor tyrosine kinase (NRTK) sub-families, suggesting that NRTKs may generally regulate the activity and stability of these Cdk inhibitors. Our results further suggest that the Cip/Kip proteins integrate signals from various NRTK pathways and cell cycle regulation.",cell cycle;protein phosphorylation;cyclin-dependent kinase;Non-receptor tyrosine kinase;intrinsically disordered protein
BMC Plant Biol. 2014; 14: 354.,10.1186/s12870-014-0354-8,PMC4302573,25547982,The GRAS gene family in pine: transcript expression patterns associated with the maturation-related decline of competence to form adventitious roots,Dolores Abarca;Alberto Pizarro;Inmaculada Hernández;Conchi Sánchez;Silvia P Solana;Alicia del Amo;Elena Carneros;Carmen Díaz-Sala,"Department of Life Sciences, University of Alcalá, Ctra. de Barcelona Km 33.600, 28805 Alcalá de Henares, Madrid Spain ;Department of Plant Physiology, Instituto de Investigaciones Agrobiológicas de Galicia (CSIC), Apartado 122, 15080 Santiago de Compostela, Spain ;Dolores Abarca, Email: se.hau@acraba.serolodm.;Contributor Information.;Corresponding author.","Adventitious rooting is an organogenic process by which roots are induced from differentiated cells other than those specified to develop roots. In forest tree species, age and maturation are barriers to adventitious root formation by stem cuttings. The mechanisms behind the respecification of fully differentiated progenitor cells, which underlies adventitious root formation, are unknown.",Age;Cell fate;Conifer;Developmental plasticity;Intrinsically disordered proteins;Pluripotency;Root meristem;Vegetative propagation
J Mol Biol. 2014 Oct 23; 426(21): 3590–3605.,10.1016/j.jmb.2014.08.024,PMC4188734,25193139,Characterization of the Grp94/OS-9 chaperone-lectin complex,Paul M. Seidler;Stephen A. Shinsky;Feng Hong;Zihai Li;Michael S. Cosgrove;Daniel T. Gewirth,"aDepartment of Structural Biology, University at Buffalo, 700 Ellicott Street, Buffalo, NY 14203, USA;bHauptman-Woodward Medical Research Institute, 700 Ellicott Street, Buffalo, NY 14203, USA;cDepartment of Biochemistry and Molecular Biology, SUNY Upstate Medical University, Syracuse, NY 13210, USA;dDepartment of Microbiology and Immunology; Hollings Cancer Center; Medical University of South Carolina; Charleston, SC 29425, USA;*Corresponding Author: Daniel T. Gewirth, Hauptman-Woodward Medical Research Institute, Department of Structural Biology, University at Buffalo, 700 Ellicott Street, Buffalo, NY 14203 USA, Telephone: +1 716-898-8635, Fax: +1 716-898-8660, ude.olaffub.iwh@htriweg","Grp94 is a macromolecular chaperone belonging to the hsp90 family and is the most abundant glycoprotein in the endoplasmic reticulum of mammals. In addition to its essential role in protein folding, Grp94 was proposed to participate in the ER associated degradation (ERAD) quality control pathway by interacting with the lectin OS-9, a sensor for terminally misfolded proteins (TMPs). To understand how OS-9 interacts with ER chaperone proteins, we mapped its interaction with Grp94. Glycosylation of the full length Grp94 protein was essential for OS-9 binding, although deletion of the Grp94 N-terminal domain relieved this requirement suggesting that the effect was allosteric rather than direct. Although yeast OS-9 is composed of a well-established N-terminal MRH lectin domain and a C-terminal dimerization domain, we find that the C-terminal domain of OS-9 in higher eukaryotes contains ‘mammalian-specific insets’ that are specifically recognized by the middle and C-terminal domains of Grp94. Additionally, the Grp94 binding domain in OS-9 was found to be intrinsically disordered. The biochemical analysis of the interacting regions provides insight into the manner by which the two associate, and additionally hints at a plausible biological role for the Grp94/OS-9 complex.",Chaperone;Hsp90;Grp94;ER associated degradation;Lectin;Intrinsically disordered protein
J Biol Chem. 2014 Dec 5; 289(49): 34013–34023.,10.1074/jbc.M114.572396,PMC4256337,25326388,The Intrinsically Disordered Domain of the Antitoxin Phd Chaperones the Toxin Doc against Irreversible Inactivation and Misfolding*,Steven De Gieter;Albert Konijnenberg;Ariel Talavera;Annika Butterer;Sarah Haesaerts;Henri De Greve;Frank Sobott;Remy Loris;Abel Garcia-Pino,"From ‡Structural Biology Brussels, Department of Biotechnology (DBIT), Vrije Universiteit Brussel, Pleinlaan 2, B-1050 Brussels, Belgium, ;§Molecular Recognition Unit (MoRe), ;‖Structural Biology Research Center, Vlaams Instituut voor Biotechnologie (VIB), Pleinlaan 2, B-1050 Brussels, Belgium, and ;¶Biomolecular and Analytical Mass Spectrometry group, Department of Chemistry and ;**Center for Proteomics (CFP-CeProMa), University of Antwerp, Groenenborgerlaan 171, B-2020 Antwerpen, Belgium;3 Supported by an individual postdoctoral fellowship from FWO-Vlaanderen. To whom correspondence should be addressed: Structural Biology Brussels, Dept. of Biotechnology (DBIT), Vrije Universiteit Brussel, Pleinlaan 2, B-1050 Brussels, Belgium.,  Tel.: 32-2-6291025; Fax: 32-2-6291963; E-mail: eb.ca.buv@paicraga.;1Supported by an individual predoctoral fellowship from FWO-Vlaanderen.;2Supported by a Francqui research professorship.","The toxin Doc from the phd/doc toxin-antitoxin module targets the cellular translation machinery and is inhibited by its antitoxin partner Phd. Here we show that Phd also functions as a chaperone, keeping Doc in an active, correctly folded conformation. In the absence of Phd, Doc exists in a relatively expanded state that is prone to dimerization through domain swapping with its active site loop acting as hinge region. The domain-swapped dimer is not capable of arresting protein synthesis in vitro, whereas the Doc monomer is. Upon binding to Phd, Doc becomes more compact and is secured in its monomeric state with a neutralized active site.",Chaperone;Chemical Biology;Crystal Structure;Phosphorylation Enzyme;Translation Control;Doc;Fic;Phd;Small Angle X-ray Scattering;Toxin-Antitoxin
PLoS Biol. 2014 May; 12(5): e1001870.,10.1371/journal.pbio.1001870,PMC4035275,24866000,Protein Flexibility Facilitates Quaternary Structure Assembly and Evolution,Joseph A. Marsh;Sarah A. Teichmann,"
1
European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton, Cambridge, United Kingdom, 
;
2
Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus, Hinxton, Cambridge, United Kingdom, 
;
Brandeis University, United States of America, 
;* E-mail: ku.ca.de.mmgi@hsram.hpesoj;The authors have declared that no competing interests exist.;The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: JAM SAT. Performed the experiments: JAM. Analyzed the data: JAM. Wrote the paper: JAM SAT.;¤Current address: MRC Human Genetics Unit, MRC Institute of Genetics and Molecular Medicine, University of Edinburgh, Western General Hospital, Edinburgh, United Kingdom.",The author(s) have made the following declarations about their contributions: Conceived and designed the experiments: JAM SAT. Performed the experiments: JAM. Analyzed the data: JAM. Wrote the paper: JAM SAT.,
