citation,doi,PMCID,PMID,Title,Author,Belong,Abstract,Keywords
PLoS One. 2013; 8(8): e72286.,10.1371/journal.pone.0072286,PMC3753296,23991082,In-Cell NMR Characterization of the Secondary Structure Populations of a Disordered Conformation of α-Synuclein within E. coli Cells,Christopher A. Waudby;Carlo Camilloni;Anthony W. P. Fitzpatrick;Lisa D. Cabrita;Christopher M. Dobson;Michele Vendruscolo;John Christodoulou,"
1
Institute of Structural and Molecular Biology, University College London and Birkbeck College, London, United Kingdom, 
;
2
Department of Chemistry, University of Cambridge, Cambridge, United Kingdom, 
;
Università di Napoli Federico II, Italy, 
;* E-mail: ku.ca.lcu@uoluodotsirhc.j;Competing Interests: The authors have declared that no competing interests exist.;Conceived and designed the experiments: CAW CMD MV JC. Performed the experiments: CAW CC LDC. Analyzed the data: CAW CC CMD MV JC. Contributed reagents/materials/analysis tools: AWPF. Wrote the paper: CAW CC CMD MV JC.",Conceived and designed the experiments: CAW CMD MV JC. Performed the experiments: CAW CC LDC. Analyzed the data: CAW CC CMD MV JC. Contributed reagents/materials/analysis tools: AWPF. Wrote the paper: CAW CC CMD MV JC.,
Proc Natl Acad Sci U S A. 2013 Dec 3; 110(49): E4708–E4713.,10.1073/pnas.1320077110,PMC3856838,24248370,Free-energy landscape of protein oligomerization from atomistic simulations,Alessandro Barducci;Massimiliano Bonomi;Meher K. Prakash;Michele Parrinello,"aLaboratoire de Biophysique Statistique, École Polytechnique Fédérale de Lausanne, CH-1015 Lausanne, Switzerland;;bDepartment of Chemistry and Applied Biosciences, Eidgenössische Technische Hochschule Zürich, CH-8006 Zurich, Switzerland;;cDepartment of Bioengineering and Therapeutic Sciences, California Institute for Quantitative Biosciences, University of California, San Francisco, CA,  94158; and;dFacoltà di Informatica, Istituto di Scienze Computazionali, Università della Svizzera Italiana, CH-6900 Lugano, Switzerland;1To whom correspondence may be addressed. E-mail: hc.zhte.mehc.syhp@ollenirrap or hc.lfpe@iccudrab.ordnassela.;Contributed by Michele Parrinello, October 28, 2013 (sent for review August 19, 2013);Author contributions: A.B., M.B., M.K.P., and M.P. designed research, performed research, analyzed data, and wrote the paper.","Author contributions: A.B., M.B., M.K.P., and M.P. designed research, performed research, analyzed data, and wrote the paper.",molecular dynamics;enhanced sampling;fly-casting mechanism;conformational selection
PLoS Comput Biol. 2013 Dec; 9(12): e1003403.,10.1371/journal.pcbi.1003403,PMC3868533,24367251,A Disorder-Induced Domino-Like Destabilization Mechanism Governs the Folding and Functional Dynamics of the Repeat Protein IκBα,Srinivasan Sivanandan;Athi N. Naganathan,"1Department of Biotechnology, Indian Institute of Technology Kharagpur, Kharagpur, India;2Department of Biotechnology, Indian Institute of Technology Madras, Chennai, India;Fudan University, China;* E-mail: ni.ca.mtii@ihta;The authors have declared that no competing interests exist.;Conceived and designed the experiments: ANN. Performed the experiments: SS ANN. Analyzed the data: SS ANN. Contributed reagents/materials/analysis tools: SS ANN. Wrote the paper: ANN.",Conceived and designed the experiments: ANN. Performed the experiments: SS ANN. Analyzed the data: SS ANN. Contributed reagents/materials/analysis tools: SS ANN. Wrote the paper: ANN.,
Mol Microbiol. 2013 Jul; 89(2): 249–263.,10.1111/mmi.12272,PMC3708608,23692518,A flexible C-terminal linker is required for proper FtsZ assembly in vitro and cytokinetic ring formation in vivo,PJ Buske;Petra Anne Levin,"Department of Biology, Washington University in St. Louis, St. Louis, MO 63130;*Corresponding Author, Department of Biology, Box 1137, Washington University, 1 Brookings Drive, Saint Louis, MO 63130, Tel. 314-935-7888, Fax 314-943-4432, ude.ltsuw@nivelp","Assembly of the cytoskeletal protein FtsZ into a ring-like structure is required for bacterial cell division. Structurally, FtsZ consists of four domains: the globular N-terminal core, a flexible linker, 8–9 conserved residues implicated in interactions with modulatory proteins, and a highly variable set of 4–10 residues at its very C terminus. Largely ignored and distinguished by lack of primary sequence conservation, the linker is presumed to be intrinsically disordered. Here we employ genetics, biochemistry and cytology to dissect the role of the linker in FtsZ function. Data from chimeric FtsZs substituting the native linker with sequences from unrelated FtsZs as well as a helical sequence from human beta-catenin indicate that while variations in the primary sequence are well tolerated, an intrinsically disordered linker is essential for B. subtilis FtsZ assembly. Linker lengths ranging from 25–100 residues supported FtsZ assembly, but replacing the B. subtilis FtsZ linker with a 249-residue linker from A. tumefaciens FtsZ interfered with cell division. Overall, our results support a model in which the linker acts as a flexible tether allowing FtsZ to associate with the membrane through a conserved C-terminal domain while simultaneously interacting with itself and modulatory proteins in the cytoplasm.",
Biophys J. 2013 May 21; 104(10): 2222–2234.,10.1016/j.bpj.2013.04.007,PMC3660632,23708362,Phosphorylation-Coupled Intramolecular Dynamics of Unstructured Regions in Chromatin Remodeler FACT,Manami Hashimoto;Noriyuki Kodera;Yasuo Tsunaka;Masayuki Oda;Mitsuru Tanimoto;Toshio Ando;Kosuke Morikawa;Shin-ichi Tate,"†Department of Mathematical and Life Sciences, Hiroshima University, Hiroshima, Japan;‡Institute for Integrated Cell-Material Sciences (iCeMS), Kyoto University, Kyoto, Japan;§International Institute for Advances Studies, Kyoto, Japan;¶Bio-AFM Frontier Research Center, College of Science and Engineering, Kanazawa University, Kanazawa, Japan;⋮School of Mathematics and Physics, College of Science and Engineering, Kanazawa University, Kanazawa, Japan;**Graduate School of Life and Environmental Sciences, Kyoto Prefectural University, Kyoto, Japan;††SENTAN, Japan Science and Technology Agency, Tokyo, Japan;‡‡PRESTO, Japan Science and Technology Agency, Tokyo, Japan;Kosuke Morikawa: pj.ca.u-otoyk.smeci@awakiromk;  Shin-ichi Tate: pj.ca.u-amihsorih@etat ;*Corresponding author pj.ca.u-amihsorih@etat;**Corresponding author pj.ca.u-otoyk.smeci@awakiromk;▵Manami Hashimoto, Noriyuki Kodera and Yasuo Tsunaka contributed equally to this work.","The intrinsically disordered region (IDR) of a protein is an important topic in molecular biology. The functional significance of IDRs typically involves gene-regulation processes and is closely related to posttranslational modifications such as phosphorylation. We previously reported that the Drosophila facilitates chromatin transcription (FACT) protein involved in chromatin remodeling contains an acidic ID fragment (AID) whose phosphorylation modulates FACT binding to nucleosomes. Here, we performed dynamic atomic force microscopy and NMR analyses to clarify how the densely phosphorylated AID masks the DNA binding interface of the high-mobility-group domain (HMG). Dynamic atomic force microscopy of the nearly intact FACT revealed that a small globule temporally appears but quickly vanishes within each mobile tail-like image, corresponding to the HMG-containing IDR. The lifespan of the globule increases upon phosphorylation. NMR analysis indicated that phosphorylation induces no ordered structure but increases the number of binding sites in AID to HMG with an adjacent basic segment, thereby retaining the robust electrostatic intramolecular interaction within FACT even in the presence of DNA. These data lead to the conclusion that the inhibitory effect of nucleosome binding is ascribed to the increase in the probability of encounter between HMG and the phosphorylated IDR.",
Neuroscience. 2013 May 15; 238: 335–344.,10.1016/j.neuroscience.2013.02.006,PMC3622815,23434492,How adenylate cyclase choreographs the pas de deux of the Receptors heteromerization dance,Amina S. Woods;Shelley N. Jackson,"Structural Biology Unit, Integrative Neuroscience Branch, NIDA IRP, NIH.;*Corresponding Author: Amina S. Woods, Ph.D. NIDA IRP, NIH 333 Cassell Drive, Room 1120 Baltimore, MD 21224 Tel: 443-740-2747 Fax: 443-740-2144 vog.hin.liam@sdoowa","Our work suggests that heteromer formation, mainly involves linear motifs found in disordered regions of proteins. Local disorder imparts plasticity to linear motifs. Many molecular recognition of proteins occur between short linear segments, known as LMs. Interaction of short continuous epitopes are not constrained by sequence and have the advantage of resulting in interactions with micromolar affinities which suites transient, reversible complexes such as receptor heteromers. Electrostatic Interactions between epitopes of the GPCR involved, is the Key step in driving heteromer formation forward. The first step in heteromerization, involves phosphorylating the Ser/Thr in an epitope containing a casein kinase 1/2 (CK1/2)-consensus site. Our data suggests that dopaminergic neurotransmission, through cAMP dependent PKA slows down heteromerization. The negative charge, acquired by the phosphorylation of a Ser/Thr in a PKA consensus site in the Arg rich epitope, affects the activity of the receptors involved in heteromerization by causing allosteric conformational changes, due to the repulsive effect generated by the negatively charged phosphate. In addition to modulating heteromerization, it affects the stability of the heteromers’ interactions and their binding affinity. So here we have an instance where phosphorylation is not just an on/off switch, instead by weakening the noncovalent bond, heteromerization acts like a rheostat that controls the stability of the heteromer through activation or inhibition of adenylate cyclase by the neurotransmitter Dopamine depending on which Dopamine receptor it docks at.",Dopamine Receptors;Adenosine Receptor;Receptor heteromers;Noncovalent Interactions;Disordered Proteins;phosphorylation
BMC Bioinformatics. 2013; 14: 88.,10.1186/1471-2105-14-88,PMC3599628,23497251,DNdisorder: predicting protein disorder using boosting and deep networks,Jesse Eickholt;Jianlin Cheng,"1Department of Computer Science, University of Missouri, Columbia, MO 65211, USA;2Informatics Institute, University of Missouri, Columbia, MO 65211, USA;3C. Bond Life Science Center, University of Missouri, Columbia, MO 65211, USA;Corresponding author.;Jesse Eickholt: ude.iruossim@59celj;  Jianlin Cheng: ude.iruossim@ijgnehc ",A number of proteins contain regions which do not adopt a stable tertiary structure in their native state. Such regions known as disordered regions have been shown to participate in many vital cell functions and are increasingly being examined as drug targets.,Protein disorder prediction;Disordered regions;Deep networks;Deep learning
Biophys J. 2013 Sep 3; 105(5): 1192–1198.,10.1016/j.bpj.2013.07.044,PMC3762368,24010662,Identification of Fibril-Like Tertiary Contacts in Soluble Monomeric α-Synuclein,Santiago Esteban-Martín;Jordi Silvestre-Ryan;Carlos W. Bertoncini;Xavier Salvatella,"†Joint BSC–IRB Research Programme in Computational Biology, Barcelona Supercomputing Center (BSC), Barcelona, Spain;‡Joint BSC–IRB Research Programme in Computational Biology, Institute for Research in Biomedicine (IRB Barcelona), Barcelona, Spain;§Institució Catalana de Recerca i Estudis Avançats (ICREA), Barcelona, Spain;Carlos W. Bertoncini: gro.anolecrabbri@inicnotreb.solrac;  Xavier Salvatella: gro.anolecrabbri@alletavlas.reivax ;∗Corresponding author gro.anolecrabbri@inicnotreb.solrac;∗∗Corresponding author gro.anolecrabbri@alletavlas.reivax","Structural conversion of the presynaptic, intrinsically disordered protein α-synuclein into amyloid fibrils underlies neurotoxicity in Parkinson’s disease. The detailed mechanism by which this conversion occurs is largely unknown. Here, we identify a discrete pattern of transient tertiary interactions in monomeric α-synuclein involving amino acid residues that are, in the fibrillar state, part of β-strands. Importantly, this pattern of pairwise interactions does not correspond to that found in the amyloid state. A redistribution of this network of fibril-like contacts must precede aggregation into the amyloid structure.",
Protein Sci. 2013 Sep; 22(9): iii.,10.1002/pro.2326,PMC3776327,,In This Issue,,,,
Oncotarget. 2014 Jan; 5(2): 338–350.,10.18632/oncotarget.1495,PMC3964211,24481407,Pharmacokinetic modeling optimizes inhibition of the ‘undruggable’ EWS-FLI1 transcription factor in Ewing Sarcoma,Sung-Hyeok Hong;Sarah. E. Youbi;S. Peter Hong;Bhaskar Kallakury;Phillip Monroe;Hayriye V Erkizan;Julie S. Barber-Rotenberg;Peter Houghton;Aykut Üren;Jeffrey A. Toretsky,"1 Department of Oncology, Lombardi Comprehensive Cancer Center, Georgetown University, Washington, DC, USA;2 Battelle Memorial Institute, Health and Life Sciences, Columbus, OH, USA;3 Department of Pathology, Lombardi Comprehensive Cancer Center, Georgetown University, Washington, DC, USA;4 Nationwide Children's Research Institute, Center for Childhood Cancer, Columbus, USA;#Contributed equally.;Correspondence to:Jeffrey A. Toretsky, ude.nwotegroeg@24taj","Transcription factors have long been deemed ‘undruggable’ targets for therapeutics. Enhanced recognition of protein biochemistry as well as the need to have more targeted approaches to treat cancer has rendered transcription factors approachable for therapeutic development. Since transcription factors lack enzymatic domains, the specific targeting of these proteins has unique challenges. One challenge is the hydrophobic microenvironment that affects small molecules gaining access to block protein interactions. The most attractive transcription factors to target are those formed from tumor specific chromosomal translocations that are validated oncogenic driver proteins. EWS-FLI1 is a fusion protein that results from the pathognomonic translocation of Ewing sarcoma (ES). Our past work created the small molecule YK-4-279 that blocks EWS-FLI1 from interacting with RNA Helicase A (RHA). To fulfill long-standing promise in the field by creating a clinically useful drug, steps are required to allow for in vivo administration. These investigations identify the need for continuous presence of the small molecule protein-protein inhibitor for a period of days. We describe the pharmacokinetics of YK-4-279 and its individual enantiomers. In vivo studies confirm prior in vitro experiments showing (S)-YK-4-279 as the EWS-FLI1 specific enantiomer demonstrating both induction of apoptosis and reduction of EWS-FLI1 regulated caveolin-1 protein. We have created the first rat xenograft model of ES, treated with (S)-YK-4-279 dosing based upon PK modeling leading to a sustained complete response in 2 of 6 ES tumors. Combining laboratory studies, pharmacokinetic measurements, and modeling has allowed us to create a paradigm that can be optimized for in vivo systems using both in vitro data and pharmacokinetic simulations. Thus, (S)-YK-4-279 as a small molecule drug is ready for continued development towards a first-in-human, first-in-class, clinical trial.",YK-4-279;EWS-FLI1;Ewing Sarcoma;rat xenograft;pharmacokinetic modeling
PLoS One. 2013; 8(7): e67830.,10.1371/journal.pone.0067830,PMC3700898,23844104,Partially Disordered Structure in Intravirus Coat Protein of Potyvirus Potato Virus A,Alexander L. Ksenofontov;Viiu Paalme;Alexander M. Arutyunyan;Pavel I. Semenyuk;Natalia V. Fedorova;Reet Rumvolt;Ludmila A. Baratova;Lilian Järvekülg;Eugeny N. Dobrov,"
1
Belozersky Institute of Physico-Chemical Biology, Lomonosov Moscow State University, Moscow, Russia, 
;
2
Institute of Gene Technology, Tallinn University of Technology, Tallinn, Estonia, 
;
3
Competence Center for Cancer Research, Tallinn, Estonia, 
;
Russian Academy of Sciences, Institute for Biological Instrumentation, Russian Federation, 
;* E-mail: ur.usm.yksrezoleb@vorbod (END); ee.utt@glukevraj.nailil (LJ);Competing Interests: The authors have declared that no competing interests exist.;Conceived and designed the experiments: AK ED LJ. Performed the experiments: AK NF AA VP RR LJ PS. Analyzed the data: AK NF PS LJ LB ED. Contributed reagents/materials/analysis tools: AK VP RR LJ AA. Wrote the paper: ED AK LJ LB.",Conceived and designed the experiments: AK ED LJ. Performed the experiments: AK NF AA VP RR LJ PS. Analyzed the data: AK NF PS LJ LB ED. Contributed reagents/materials/analysis tools: AK VP RR LJ AA. Wrote the paper: ED AK LJ LB.,
Trends Biochem Sci. 2013 Jul; 38(7): 337–344.,10.1016/j.tibs.2013.05.001,PMC3691291,23764454,Folding the proteome,Esther Braselmann;Julie L. Chaney;Patricia L. Clark,"Department of Chemistry & Biochemistry University of Notre Dame, Notre Dame, IN 46556 USA;*corresponding author:ude.dn@1kralcp; 574-631-8353","Protein folding is an essential prerequisite for protein function and hence cell function. Kinetic and thermodynamic studies of small proteins that refold reversibly were essential for developing our current understanding of the fundamentals of protein folding mechanisms. However, we still lack sufficient understanding to accurately predict protein structures from sequences, or the effects of disease-causing mutations. To date, model proteins selected for folding studies represent only a small fraction of the complexity of the proteome and are unlikely to exhibit the breadth of folding mechanisms used in vivo. We are in urgent need of new methods – both theoretical and experimental – that can quantify the folding behavior of a truly broad set of proteins under in vivo conditions. Such a shift in focus will provide a more comprehensive framework from which to understand the connections between protein folding, the molecular basis of disease, and cell function and evolution.",protein folding in vivo;aggregation;kinetic stability;molecular chaperones;co-translational folding;multi-domain proteins
Proc Natl Acad Sci U S A. 2013 Nov 26; 110(48): 19360–19365.,10.1073/pnas.1304670110,PMC3845154,24218616,Structural and functional insights into the regulation mechanism of CK2 by IP6 and the intrinsically disordered protein Nopp140,Won-Kyu Lee;Sang Hyeon Son;Bong-Suk Jin;Jung-Hyun Na;Soo-Youl Kim;Kook-Han Kim;Eunice EunKyeong Kim;Yeon Gyu Yu;Hyung Ho Lee,"Departments of aBio and Nano Chemistry and;dIntegrative Biomedical Science and Engineering, Kookmin University, Seoul 136-702, Korea;;bCancer Cell and Molecular Biology Branch, Division of Cancer Biology, Research Institute, National Cancer Center, Goyang 410-769, Korea; and;cBiomedical Research Institute, Korea Institute of Science and Technology, Seoul 136-791, Korea;1To whom correspondence may be addressed. E-mail: rk.ca.nimkook@eelhh or rk.ca.nimkook@uygy.;Edited by John Kuriyan, University of California, Berkeley, CA, and approved October 15, 2013 (received for review March 21, 2013);Author contributions: Y.G.Y. and H.H.L. designed research; W.-K.L., S.H.S., B.-S.J., J.-H.N., S.-Y.K., K.-H.K., and H.H.L. performed research; W.-K.L., E.E.K., Y.G.Y., and H.H.L. analyzed data; and W.-K.L., S.H.S., Y.G.Y., and H.H.L. wrote the paper.","Author contributions: Y.G.Y. and H.H.L. designed research; W.-K.L., S.H.S., B.-S.J., J.-H.N., S.-Y.K., K.-H.K., and H.H.L. performed research; W.-K.L., E.E.K., Y.G.Y., and H.H.L. analyzed data; and W.-K.L., S.H.S., Y.G.Y., and H.H.L. wrote the paper.",inositol hexakisphosphate;IDP;phosphorylation
Protein Sci. 2013 Mar; 22(3): i.,10.1002/pro.2220,PMC3595454,,In This Issue,,,,
PLoS One. 2013; 8(1): e53487.,10.1371/journal.pone.0053487,PMC3551866,23349712,Temperature-Dependent Structural Changes of Parkinson's Alpha-Synuclein Reveal the Role of Pre-Existing Oligomers in Alpha-Synuclein Fibrillization,Winny Ariesandi;Chi-Fon Chang;Tseng-Erh Chen;Yun-Ru Chen,"
1
Genomics Research Center, Academia Sinica, Taipei, Taiwan, 
;
2
Chemical Biology and Molecular Biophysics, Taiwan International Graduate Program, Academia Sinica, Taipei, Taiwan, 
;
3
Department of Chemistry, National Tsing-Hua University, Hsin-Chu, Taiwan, 
;
University of Maryland School of Medicine, United States of America, 
;* E-mail: wt.ude.acinis.etag@nehcry;Competing Interests: The authors have declared that no competing interests exist.;Conceived and designed the experiments: WA CFC YRC. Performed the experiments: WA CFC TEC. Analyzed the data: WA CFC TEC YRC. Contributed reagents/materials/analysis tools: CFC YRC. Wrote the paper: WA CFC YRC.",Conceived and designed the experiments: WA CFC YRC. Performed the experiments: WA CFC TEC. Analyzed the data: WA CFC TEC YRC. Contributed reagents/materials/analysis tools: CFC YRC. Wrote the paper: WA CFC YRC.,
Biochim Biophys Acta. 2014 Feb; 1842(2): 154–163.,10.1016/j.bbadis.2013.11.014,PMC4086653,24263171,"The Stress-response protein prostate-associated gene 4, interacts with c-Jun and potentiates its transactivation",Krithika Rajagopalan;Ruoyi Qiu;Steven M. Mooney;Shweta Rao;Takumi Shiraishi;Elizabeth Sacho;Hongying Huang;Ellen Shapiro;Keith R. Weninger;Prakash Kulkarni,"aDepartment of Urology, Johns Hopkins University School of Medicine, Baltimore, MD 21287, USA;bOncology, Johns Hopkins University School of Medicine, Baltimore, MD 21287, USA;cDepartment of Urology, New York University School of Medicine, New York, NY 10016, USA;dDepartment of Physics, North Carolina State University, Raleigh, NC 27695, USA;Keith R. Weninger: ude.uscn@gninewrk;  Prakash Kulkarni: ude.imhj@4raklukp ;*Correspondence to: K. Weninger, Physics Department, NC State University, 144 Riddick Hall, Box 8202, Raleigh, NC 27695, USA. Tel.: +1 919 513 3696;**Correspondence to: P. Kulkarni, Department of Urology, The Johns Hopkins University School of Medicine, 600 N Wolfe St, 105B Marburg, Baltimore, MD 21287, USA. Tel.: +1 410 502 4962;1These authors made equal contributions.;2Present address: Department of Biological Sciences, Columbia University, New York, NY 10027, USA.","The Cancer/Testis Antigen (CTA), Prostate-associated Gene 4 (PAGE4), is a stress-response protein that is upregulated in prostate cancer (PCa) especially in precursor lesions that result from inflammatory stress. In cells under stress, translocation of PAGE4 to mitochondria increases while production of reactive oxygen species decreases. Furthermore, PAGE4 is also upregulated in human fetal prostate, underscoring its potential role in development. However, the proteins that interact with PAGE4 and the mechanisms underlying its pleiotropic functions in prostatic development and disease remain unknown. Here, we identified c-Jun as a PAGE4 interacting partner. We show that both PAGE4 and c-Jun are overexpressed in the human fetal prostate; and in cell-based assays, PAGE4 robustly potentiates c-Jun transactivation. Single-molecule Förster resonance energy transfer experiments indicate that upon binding to c-Jun, PAGE4 undergoes conformational changes. However, no interaction is observed in presence of BSA or unilamellar vesicles containing the mitochondrial inner membrane diphosphatidylglycerol lipid marker cardiolipin. Together, our data indicate that PAGE4 specifically interacts with c-Jun and that, conformational dynamics may account for its observed pleiotropic functions. To our knowledge, this is the first report demonstrating crosstalk between a CTA and a proto-oncogene. Disrupting PAGE4/c-Jun interactions using small molecules may represent a novel therapeutic strategy for PCa.",PAGE4;Cancer/Testis Antigen;c-Jun;smFRET;Prostate cancer;Intrinsically disordered protein
Int J Mass Spectrom. 2013 Jul 1; 345-347: 63–70.,10.1016/j.ijms.2012.08.032,PMC4375668,25844046,A tale of a tail: Structural insights into the conformational properties of the polyglutamine protein ataxin-3,Charlotte A. Scarff;Alessandro Sicorello;Ricardo J.L. Tomé;Sandra Macedo-Ribeiro;Alison E. Ashcroft;Sheena E. Radford,"aAstbury Centre for Structural Molecular Biology, Faculty of Biological Sciences, University of Leeds, Leeds LS2 9JT, UK;bIBMC – Instituto de Biologia Molecular e Celular, Universidade do Porto, Porto, Portugal;Alison E. Ashcroft: ku.ca.sdeel@tforchsa.e.a;  Sheena E. Radford: ku.ca.sdeel@drofdar.e.s ;⁎Corresponding author. Tel.: +44 113 343 7273; fax: +44 113 343 7273. ku.ca.sdeel@tforchsa.e.a;⁎⁎Corresponding author. Tel.: +44 113 343 3170. ku.ca.sdeel@drofdar.e.s",,Ataxin-3;PolyQ;Amyloid;Ion mobility spectrometry;Electrospray ionisation-mass spectrometry
Sci Rep. 2013; 3: 2919.,10.1038/srep02919,PMC3794375,24108121,Amino acid composition of proteins reduces deleterious impact of mutations,Sahand Hormoz,"1Kavli Institute for Theoretical Physics, Kohn Hall, University of California, Santa Barbara, CA 93106, USA;2School of Engineering and Applied Sciences and Kavli Institute for Bionano Science and Technology, Harvard University, Cambridge, Massachusetts 02138, USA;3Department of Cancer Biology, Dana–Farber Cancer Institute, Boston, Massachusetts 02115, USA;aEmail: ude.bscu.ptik@zomroh","The evolutionary origin of amino acid occurrence frequencies in proteins (composition) is not yet fully understood. We suggest that protein composition works alongside the genetic code to minimize impact of mutations on protein structure. First, we propose a novel method for estimating thermodynamic stability of proteins whose sequence is constrained to a fixed composition. Second, we quantify the average deleterious impact of substituting one amino acid with another. Natural proteome compositions are special in at least two ways: 1) Natural compositions do not generate more stable proteins than the average random composition, however, they result in proteins that are less susceptible to damage from mutations. 2) Natural proteome compositions that result in more stable proteins (i.e. those of thermophiles) are also tuned to have a higher tolerance for mutations. This is consistent with the observation that environmental factors selecting for more stable proteins also enhance the deleterious impact of mutations.",
J Chem Theory Comput. 2013 Nov 1; 9(11): 10.1021/ct400654r.,10.1021/ct400654r,PMC3882080,24409105,Conformational Dynamics of the Partially Disordered Yeast Transcription Factor GCN4,"Paul Robustelli;Nikola Trbovic;Richard A. Friesner;Arthur G. Palmer, III","†Department of Biochemistry and Molecular Biophysics, Columbia University, New York NY 10032, USA;§Department of Chemistry, Columbia University, New York NY 10027, USA;*Corresponding Author: ude.aibmuloc@6pga; voice: (212) 305-8675, fax: (212) 305-7932;‡Author Contributions: These authors contributed equally.","Molecular dynamics (MD) simulations have been employed to study the conformational dynamics of the partially disordered DNA binding basic leucine zipper domain of the yeast transcription factor GCN4. We demonstrate that back-calculated NMR chemical shifts and spin-relaxation data provide complementary probes of the structure and dynamics of disordered protein states and enable comparisons of the accuracy of multiple MD trajectories. In particular, back-calculated chemical shifts provide a sensitive probe of the populations of residual secondary structure elements and helix capping interactions, while spin-relaxation calculations are sensitive to a combination of dynamic and structural factors. Back calculated chemical shift and spin-relaxation data can be used to evaluate the populations of specific interactions in disordered states and identify regions of the phase space that are inconsistent with experimental measurements. The structural interactions that favor and disfavor helical conformations in the disordered basic region of the GCN4 bZip domain were analyzed in order to assess the implications of the structure and dynamics of the apo form for the DNA binding mechanism. The structural couplings observed in these experimentally validated simulations are consistent with a mechanism where the binding of a preformed helical interface would induce folding in the remainder of the protein, supporting a hybrid conformational selection / induced folding binding mechanism.",
J Mol Biol. 2013 Jul 24; 425(14): 2578–2590.,10.1016/j.jmb.2013.04.015,PMC3758917,23619335,Single-Molecule FRET Reveals the Native-State Dynamics of the IκBα Ankyrin Repeat Domain,Jorge A. Lamboy;Hajin Kim;Holly Dembinski;Taekjip Ha;Elizabeth A. Komives,"1Department of Chemistry and Biochemistry, University of California at San Diego, 9500 Gilman Drive, La Jolla, CA 92037-0378, USA
;2Department of Physics, Center for Physics of Living Cells and Institute for Genomic Biology, University of Illinois, Urbana-Champaign, Urbana, IL 61801-2902, USA
;3Howard Hughes Medical Institute, University of Illinois, Urbana-Champaign, Urbana, IL 61801-2902, USA
;Correspondence to Elizabeth A. Komives:Email: ude.dscu@sevimoke, http://dx.doi.org/10.1016/j.jmb.2013.04.015;†J.A.L. and H.K. contributed equally to this work.","Previous single-molecule fluorescence resonance energy transfer (smFRET) studies in which the second and sixth ankyrin repeats (ARs) of IκBα were labeled with FRET pairs showed slow fluctuations as if the IκBα AR domain was unfolding in its native state. To systematically probe where these slow dynamic fluctuations occur, we now present data from smFRET studies wherein FRET labels were placed at ARs 1 and 4 (mutant named AR 1–4), at ARs 2 and 5 (AR 2–5), and at ARs 3 and 6 (AR 3–6). The results presented here reveal that AR 6 most readily detaches/unfolds from the AR domain, undergoing substantial fluctuations at room temperature. AR 6 has fewer stabilizing consensus residues than the other IκBα ARs, probably contributing to the ease with which AR 6 “loses grip”. AR 5 shows almost no fluctuations at room temperature, but a significant fraction of molecules shows fluctuations at 37 °C. Introduction of stabilizing mutations that are known to fold AR 6 dampen the fluctuations of AR 5, indicating that the AR 5 fluctuations are likely due to weakened inter-repeat stabilization from AR 6. AR 1 also fluctuates somewhat at room temperature, suggesting that fluctuations are a general behavior of ARs at ends of AR domains. Remarkably, AR 1 still fluctuates in the bound state, but mainly between 0.6 and 0.9 FRET efficiency, whereas in the free IκBα, the fluctuations extend to <0.5 FRET efficiency. Overall, our results provide a more complete picture of the energy landscape of the native state dynamics of an AR domain.",single-molecule FRET;ankyrin repeat;intrinsically disordered protein
Biochemistry. 2013 Aug 20; 52(33): 10.1021/bi400741c.,10.1021/bi400741c,PMC3809988,23914919,The contribution of selenocysteine to the peroxidase activity of selenoprotein S,Jun Liu;Sharon Rozovsky,"Department of Chemistry and Biochemistry, University of Delaware, Newark, Delaware 19716, United States;*Corresponding Author: Sharon Rozovsky, Phone 302-831-7028, Fax 302-831-6335. ude.ledu@yksvozor","Selenoprotein S (SelS, VIMP) is an intrinsically disordered enzyme that utilizes selenocysteine to catalyze the reduction of disulfide bonds and peroxides. Here it is demonstrated that selenocysteine is the residue oxidized by the peroxide substrate. It is possible to trap the reaction intermediate selenenic acid (SeOH) when the resolving cysteine is mutated. The selenocysteine allows SelS to rapidly reform its selenenylsulfide bond following its reduction, and to resist inactivation by H2O2. We propose that SelS’s peroxidase mechanism is similar to that of atypical 2-Cys peroxiredoxin and that selenocysteine allows SelS to sustain activity under oxidative stress.",
